DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250508 02:17:11;20250508 05:17:11;3,4;542;0,0204;0,6738;1,1337;1,1341;1;480;0,0639;1,0246;1,0649;1,0732;1
20250508 02:32:07;20250508 05:32:07;5,0;506;0,0209;0,7098;1,1106;1,1144;1;464;0,0742;1,0447;1,0573;1,0661;1
20250508 02:46:25;20250508 05:46:25;6,7;471;0,0228;0,7261;1,1198;1,1223;1;443;0,0876;1,0401;1,0783;1,0855;1
20250508 03:01:56;20250508 06:01:56;8,5;464;0,0262;0,7619;1,0974;1,1028;1;447;0,1021;1,069;1,0653;1,0735;1
20250508 03:16:18;20250508 06:16:18;10,2;465;0,0302;0,7824;1,0975;1,1028;1;436;0,1208;1,0821;1,0688;1,0768;1
20250508 03:32:28;20250508 06:32:28;12,1;454;0,0364;0,7818;1,1334;1,1338;1;442;0,1328;1,0657;1,1071;1,1113;1
20250508 03:46:19;20250508 06:46:19;13,8;446;0,0428;0,784;1,1578;1,154;1;434;0,1487;1,0535;1,1388;1,1384;1
20250508 04:01:20;20250508 07:01:20;15,7;439;0,05;0,7827;1,1888;1,1789;1;429;0,164;1,0407;1,1734;1,1666;1
20250508 04:16:20;20250508 07:16:20;17,6;446;0,0605;0,8451;1,1062;1,1105;1;437;0,1904;1,1187;1,091;1,097;1
20250508 04:31:21;20250508 07:31:21;19,5;445;0,0667;0,8273;1,1544;1,1513;1;438;0,1984;1,0884;1,1387;1,1383;1
20250508 04:46:18;20250508 07:46:18;21,3;436;0,0756;0,8139;1,1971;1,1853;1;432;0,2086;1,0598;1,1886;1,1787;1
20250508 05:02:28;20250508 08:02:28;23,3;458;0,0836;0,8672;1,1247;1,1265;1;452;0,2276;1,1294;1,1111;1,1148;1
20250508 05:16:18;20250508 08:16:18;25,1;432;0,0939;0,8249;1,2084;1,194;1;428;0,235;1,0602;1,209;1,1945;1
20250508 05:31:19;20250508 08:31:19;26,9;444;0,1022;0,8548;1,1661;1,1608;1;437;0,2507;1,0973;1,1657;1,1604;1
20250508 05:46:20;20250508 08:46:20;28,7;432;0,108;0,8187;1,2424;1,2196;1;427;0,2508;1,047;1,2446;1,2213;1
20250508 06:01:21;20250508 09:01:21;30,5;445;0,1226;0,89;1,1263;1,1279;1;434;0,2822;1,1315;1,1332;1,1336;1
20250508 06:16:21;20250508 09:16:21;32,3;449;0,1248;0,8701;1,1637;1,1588;1;435;0,2805;1,0998;1,1765;1,1691;1
20250508 06:31:52;20250508 09:31:52;34,0;440;0,134;0,8653;1,1774;1,1698;1;429;0,2905;1,0945;1,1865;1,1771;1
