DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250509 02:14:45;20250509 05:14:45;3.3;443;1;418;1
20250509 02:29:41;20250509 05:29:41;5.0;439;1;414;1
20250509 02:44:39;20250509 05:44:39;6.7;418;1;413;1
20250509 02:59:03;20250509 05:59:03;8.4;414;1;404;1
20250509 03:14:04;20250509 06:14:04;10.2;419;1;406;1
20250509 03:29:04;20250509 06:29:04;12.0;418;1;406;1
20250509 03:44:01;20250509 06:44:01;13.8;416;1;407;1
20250509 03:59:02;20250509 06:59:02;15.7;417;1;410;1
20250509 04:14:02;20250509 07:14:02;17.5;412;1;409;1
20250509 04:29:03;20250509 07:29:03;19.4;413;1;409;1
20250509 04:44:03;20250509 07:44:03;21.3;415;1;409;1
20250509 04:59:04;20250509 07:59:04;23.2;417;1;411;1
20250509 05:14:04;20250509 08:14:04;25.0;419;1;409;1
20250509 05:29:04;20250509 08:29:04;26.9;422;1;410;1
20250509 05:44:04;20250509 08:44:04;28.7;422;1;410;1
20250509 05:59:05;20250509 08:59:05;30.5;424;1;410;1
20250509 06:14:05;20250509 09:14:05;32.3;426;1;410;1
20250509 06:29:06;20250509 09:29:06;34.0;426;1;409;1
20250509 06:44:06;20250509 09:44:06;35.6;427;1;408;1
20250509 06:59:07;20250509 09:59:07;37.2;428;1;408;1
20250509 07:14:08;20250509 10:14:08;38.7;428;1;408;1
20250509 07:29:09;20250509 10:29:09;40.2;428;1;408;1
20250509 07:44:09;20250509 10:44:09;41.5;428;1;406;1
20250509 07:59:10;20250509 10:59:10;42.7;428;1;404;1
20250509 08:14:10;20250509 11:14:10;43.8;428;1;404;1
20250509 08:29:11;20250509 11:29:11;44.8;427;1;404;1
20250509 08:44:11;20250509 11:44:11;45.6;427;1;404;1
20250509 08:59:12;20250509 11:59:12;46.3;427;1;402;1
20250509 09:14:12;20250509 12:14:12;46.9;426;1;404;1
20250509 09:28:42;20250509 12:28:42;47.2;417;1;397;1
20250509 09:44:13;20250509 12:44:13;47.4;426;1;403;1
20250509 10:00:16;20250509 13:00:16;47.4;426;1;405;1
20250509 10:14:15;20250509 13:14:15;47.3;427;1;404;1
20250509 10:29:15;20250509 13:29:15;47.0;428;1;404;1
20250509 10:44:16;20250509 13:44:16;46.5;425;1;403;1
20250509 10:59:16;20250509 13:59:16;45.8;426;1;409;1
20250509 11:14:17;20250509 14:14:17;45.0;427;1;408;1
20250509 11:29:17;20250509 14:29:17;44.1;426;1;409;1
20250509 11:44:17;20250509 14:44:17;43.0;426;1;408;1
20250509 11:58:47;20250509 14:58:47;41.9;416;1;406;1
20250509 12:13:48;20250509 15:13:48;40.6;417;1;406;1
20250509 12:28:48;20250509 15:28:48;39.2;416;1;405;1
20250509 12:43:49;20250509 15:43:49;37.7;403;1;395;1
20250509 12:59:50;20250509 15:59:50;36.0;423;1;413;1
20250509 13:14:20;20250509 16:14:20;34.4;419;1;407;1
20250509 13:29:51;20250509 16:29:51;32.7;419;1;408;1
20250509 13:44:21;20250509 16:44:21;31.0;421;1;409;1
20250509 13:59:21;20250509 16:59:21;29.2;421;1;410;1
20250509 14:15:22;20250509 17:15:22;27.2;419;1;410;1
20250509 14:29:21;20250509 17:29:21;25.5;417;1;412;1
20250509 14:44:22;20250509 17:44:22;23.7;416;1;413;1
20250509 14:59:54;20250509 17:59:54;21.7;417;1;412;1
20250509 15:14:25;20250509 18:14:25;19.9;415;1;414;1
20250509 15:29:25;20250509 18:29:25;18.0;415;1;412;1
20250509 15:44:25;20250509 18:44:25;16.2;414;1;411;1
20250509 15:59:26;20250509 18:59:26;14.3;414;1;410;1
20250509 16:14:30;20250509 19:14:30;12.5;415;1;408;1
20250509 16:29:31;20250509 19:29:31;10.7;417;1;407;1
20250509 16:44:31;20250509 19:44:31;8.9;420;1;406;1
20250509 17:00:05;20250509 20:00:05;7.1;421;1;415;1
20250509 17:15:10;20250509 20:15:10;5.4;435;1;415;1
20250509 17:30:16;20250509 20:30:16;3.7;461;1;418;1
