DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250507 02:19:20;20250507 05:19:20;3,4;521;0,0212;0,6654;1,1505;1,148;1;470;0,0653;1,0107;1,0808;1,0878;1
20250507 02:34:15;20250507 05:34:15;5,0;471;0,0228;0,6974;1,1337;1,1341;1;455;0,0751;1,0318;1,0714;1,0792;1
20250507 02:49:13;20250507 05:49:13;6,7;445;0,0248;0,7175;1,1376;1,1373;1;440;0,0883;1,0328;1,0875;1,0939;1
20250507 03:03:37;20250507 06:03:37;8,4;439;0,0275;0,7311;1,151;1,1485;1;432;0,1019;1,0261;1,1147;1,1179;1
20250507 03:18:38;20250507 06:18:38;10,2;429;0,0336;0,7548;1,1453;1,1438;1;425;0,1198;1,0391;1,1192;1,1218;1
20250507 03:34:39;20250507 06:34:39;12,2;415;0,0411;0,7585;1,1764;1,169;1;422;0,1374;1,0388;1,141;1,1402;1
20250507 03:48:38;20250507 06:48:38;13,9;411;0,0488;0,7753;1,1747;1,1676;1;420;0,1541;1,0457;1,1495;1,1473;1
20250507 04:03:38;20250507 07:03:38;15,7;438;0,0529;0,8135;1,1345;1,1347;1;430;0,1715;1,0804;1,1219;1,1241;1
20250507 04:18:39;20250507 07:18:39;17,6;431;0,0585;0,779;1,2231;1,2053;1;430;0,1756;1,0286;1,2076;1,1934;1
20250507 04:33:08;20250507 07:33:08;19,4;457;0,0583;0,774;1,2572;1,2305;1;430;0,1854;1,0142;1,245;1,2216;1
20250507 04:48:40;20250507 07:48:40;21,4;432;0,0744;0,7933;1,2384;1,2167;1;431;0,2026;1,0325;1,2297;1,2102;1
20250507 05:03:41;20250507 08:03:41;23,3;437;0,0877;0,8502;1,1509;1,1484;1;431;0,2303;1,0932;1,1545;1,1513;1
20250507 05:18:42;20250507 08:18:42;25,1;412;0,103;0,8395;1,1821;1,1735;1;424;0,2435;1,0825;1,1778;1,1702;1
20250507 05:33:42;20250507 08:33:42;27,0;412;0,1203;0,8989;1,099;1,1041;1;419;0,2762;1,1507;1,102;1,1068;1
20250507 05:48:43;20250507 08:48:43;28,8;400;0,12;0,8253;1,2294;1,21;1;417;0,2602;1,0593;1,2257;1,2072;1
20250507 06:03:43;20250507 09:03:43;30,6;435;0,1215;0,8602;1,1738;1,167;1;427;0,2743;1,0916;1,1842;1,1752;1
