DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250506 02:21:36;20250506 05:21:36;3.3;502;1;460;1
20250506 02:36:31;20250506 05:36:31;5.0;493;1;455;1
20250506 02:52:10;20250506 05:52:10;6.8;462;1;442;1
20250506 03:06:38;20250506 06:06:38;8.5;454;1;440;1
20250506 03:20:56;20250506 06:20:56;10.2;457;1;432;1
20250506 03:35:53;20250506 06:35:53;12.1;443;1;429;1
20250506 03:50:57;20250506 06:50:57;13.9;443;1;426;1
20250506 04:05:53;20250506 07:05:53;15.8;438;1;430;1
20250506 04:20:54;20250506 07:20:54;17.7;435;1;431;1
20250506 04:35:54;20250506 07:35:54;19.5;427;1;426;1
20250506 04:52:10;20250506 07:52:10;21.6;431;1;426;1
20250506 05:05:56;20250506 08:05:56;23.3;432;1;428;1
20250506 05:20:56;20250506 08:20:56;25.2;437;1;430;1
20250506 05:35:56;20250506 08:35:56;27.0;426;1;422;1
20250506 05:52:29;20250506 08:52:29;29.0;441;1;430;1
20250506 06:05:27;20250506 09:05:27;30.5;436;1;421;1
20250506 06:20:28;20250506 09:20:28;32.3;431;1;421;1
20250506 06:35:28;20250506 09:35:28;33.9;434;1;419;1
20250506 06:51:30;20250506 09:51:30;35.7;434;1;424;1
20250506 07:06:00;20250506 10:06:00;37.2;435;1;415;1
20250506 07:21:31;20250506 10:21:31;38.7;431;1;420;1
20250506 07:35:30;20250506 10:35:30;40.0;429;1;416;1
20250506 07:51:01;20250506 10:51:01;41.3;445;1;429;1
20250506 08:05:32;20250506 11:05:32;42.4;433;1;417;1
20250506 08:20:32;20250506 11:20:32;43.5;434;1;421;1
20250506 08:36:03;20250506 11:36:03;44.4;439;1;426;1
20250506 08:51:34;20250506 11:51:34;45.2;448;1;428;1
20250506 09:06:04;20250506 12:06:04;45.8;445;1;431;1
20250506 09:21:05;20250506 12:21:05;46.2;452;1;437;1
20250506 09:36:05;20250506 12:36:05;46.5;433;1;421;1
20250506 09:51:06;20250506 12:51:06;46.6;441;1;423;1
20250506 10:06:07;20250506 13:06:07;46.6;441;1;425;1
20250506 10:20:37;20250506 13:20:37;46.4;448;1;430;1
20250506 10:35:38;20250506 13:35:38;46.0;435;1;421;1
20250506 10:51:09;20250506 13:51:09;45.4;449;1;433;1
20250506 11:05:38;20250506 14:05:38;44.7;433;1;419;1
20250506 11:20:39;20250506 14:20:39;43.9;433;1;419;1
20250506 11:36:41;20250506 14:36:41;42.8;452;1;435;1
20250506 11:50:39;20250506 14:50:39;41.8;441;1;430;1
20250506 12:05:39;20250506 15:05:39;40.5;447;1;434;1
20250506 12:20:40;20250506 15:20:40;39.2;438;1;435;1
20250506 12:36:10;20250506 15:36:10;37.7;445;1;430;1
20250506 12:51:42;20250506 15:51:42;36.1;449;1;440;1
20250506 13:06:12;20250506 16:06:12;34.6;442;1;435;1
20250506 13:21:13;20250506 16:21:13;32.9;444;1;437;1
20250506 13:36:50;20250506 16:36:50;31.2;450;1;437;1
20250506 13:51:14;20250506 16:51:14;29.5;441;1;433;1
20250506 14:06:14;20250506 17:06:14;27.7;440;1;432;1
20250506 14:21:14;20250506 17:21:14;25.9;438;1;434;1
20250506 14:36:15;20250506 17:36:15;24.0;439;1;434;1
20250506 14:51:15;20250506 17:51:15;22.1;436;1;432;1
20250506 15:06:16;20250506 18:06:16;20.3;435;1;431;1
20250506 15:21:17;20250506 18:21:17;18.4;429;1;426;1
20250506 15:36:18;20250506 18:36:18;16.5;432;1;430;1
20250506 15:51:50;20250506 18:51:50;14.6;440;1;433;1
20250506 16:06:19;20250506 19:06:19;12.8;435;1;429;1
20250506 16:21:25;20250506 19:21:25;11.0;449;1;435;1
20250506 16:37:02;20250506 19:37:02;9.1;458;1;438;1
20250506 16:52:03;20250506 19:52:03;7.3;477;1;450;1
20250506 17:07:05;20250506 20:07:05;5.6;494;1;458;1
20250506 17:21:34;20250506 20:21:34;3.9;531;1;454;1
