DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20231219 07:52:58;20231219 10:52:58;3.1;168;1;198;1
20231219 08:02:58;20231219 11:02:58;3.6;925;0;750;0
20231219 08:12:59;20231219 11:12:59;4.2;418;1;379;1
20231219 08:22:59;20231219 11:22:59;4.6;548;1;547;1
20231219 08:32:59;20231219 11:32:59;5.0;671;0;366;1
20231219 08:42:59;20231219 11:42:59;5.4;556;1;358;1
20231219 08:52:59;20231219 11:52:59;5.7;697;0;360;1
20231219 09:02:59;20231219 12:02:59;6.0;745;0;426;1
20231219 09:12:59;20231219 12:12:59;6.3;598;1;275;1
20231219 09:23:00;20231219 12:23:00;6.4;528;1;283;1
20231219 09:33:00;20231219 12:33:00;6.6;669;0;287;1
20231219 09:43:00;20231219 12:43:00;6.6;669;0;311;1
20231219 09:53:00;20231219 12:53:00;6.7;624;0;284;1
20231219 10:03:01;20231219 13:03:01;6.7;573;1;260;1
20231219 10:13:01;20231219 13:13:01;6.6;689;0;316;1
20231219 10:23:01;20231219 13:23:01;6.5;633;0;279;1
20231219 10:33:01;20231219 13:33:01;6.3;657;0;287;1
20231219 10:43:02;20231219 13:43:02;6.1;528;1;253;1
20231219 10:53:02;20231219 13:53:02;5.8;587;1;270;1
20231219 11:03:02;20231219 14:03:02;5.5;624;0;249;1
20231219 11:13:02;20231219 14:13:02;5.1;653;0;273;1
20231219 11:23:02;20231219 14:23:02;4.7;614;0;311;1
20231219 11:33:03;20231219 14:33:03;4.2;708;0;346;1
20231219 11:43:03;20231219 14:43:03;3.7;642;0;383;1
20231219 11:53:03;20231219 14:53:03;3.2;1049;0;593;1
