DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20231216 07:49:52;20231216 10:49:52;3,1;619;0,0336;0,6554;1,2257;1,4208;0;373;0,1054;0,9389;0,9915;1,0278;1
20231216 07:59:52;20231216 10:59:52;3,6;619;0,0351;0,6569;1,2264;1,4191;0;326;0,1153;0,934;0,9942;1,0294;1
20231216 08:09:53;20231216 11:09:53;4,2;585;0,0411;0,6571;1,2251;1,4222;1;293;0,1259;0,9362;0,988;1,0257;1
20231216 08:19:53;20231216 11:19:53;4,6;571;0,0448;0,6822;1,2405;1,3745;1;286;0,1288;0,9352;0,991;1,0275;1
20231216 08:29:53;20231216 11:29:53;5,1;667;0,0289;0,6865;1,2413;1,3709;0;314;0,1229;0,9603;0,9466;1,0024;1
20231216 08:39:53;20231216 11:39:53;5,5;643;0,0341;0,6803;1,2372;1,3883;0;310;0,1265;0,9594;0,9526;1,0057;1
20231216 08:49:53;20231216 11:49:53;5,8;569;0,0502;0,6869;1,2394;1,3797;1;308;0,1272;0,9469;0,981;1,0217;1
20231216 08:59:53;20231216 11:59:53;6,1;516;0,0629;0,681;1,2349;1,3961;1;295;0,1355;0,9411;0,9962;1,0306;1
20231216 09:09:54;20231216 12:09:54;6,3;565;0,0538;0,6843;1,2359;1,393;1;290;0,1412;0,9438;0,9952;1,0299;1
20231216 09:19:54;20231216 12:19:54;6,5;585;0,0501;0,7011;1,2427;1,3625;1;285;0,149;0,9535;0,9805;1,0214;1
20231216 09:29:54;20231216 12:29:54;6,6;633;0,0404;0,6974;1,2411;1,3718;0;279;0,1519;0,9475;0,9942;1,0294;1
20231216 09:39:54;20231216 12:39:54;6,7;608;0,0464;0,7;1,2418;1,3682;0;303;0,1456;0,9679;0,9578;1,0086;1
20231216 09:49:55;20231216 12:49:55;6,8;579;0,0529;0,6943;1,2393;1,38;1;302;0,1447;0,961;0,9714;1,0162;1
20231216 09:59:55;20231216 12:59:55;6,8;552;0,0587;0,7008;1,242;1,3669;1;286;0,152;0,9547;0,983;1,0228;1
20231216 10:09:55;20231216 13:09:55;6,7;548;0,0592;0,7007;1,2421;1,3663;1;284;0,1524;0,9556;0,9801;1,0212;1
20231216 10:19:55;20231216 13:19:55;6,6;629;0,0411;0,6995;1,242;1,3668;0;279;0,1506;0,9441;0,9994;1,0324;1
20231216 10:29:56;20231216 13:29:56;6,4;600;0,0465;0,6965;1,2414;1,3702;1;273;0,159;0,9684;0,9509;1,0048;1
20231216 10:39:56;20231216 13:39:56;6,2;578;0,0501;0,7031;1,2438;1,3542;1;292;0,14;0,9475;0,9864;1,0248;1
20231216 10:49:56;20231216 13:49:56;6,0;588;0,0468;0,6938;1,2417;1,3683;1;297;0,1353;0,9499;0,9776;1,0198;1
20231216 10:59:56;20231216 13:59:56;5,6;635;0,0363;0,6784;1,2353;1,3949;0;293;0,1339;0,9487;0,9753;1,0185;1
20231216 11:09:56;20231216 14:09:56;5,3;555;0,0506;0,6893;1,2418;1,3678;1;299;0,1307;0,9582;0,9529;1,0059;1
20231216 11:19:57;20231216 14:19:57;4,9;563;0,0473;0,6759;1,2368;1,3899;1;269;0,1366;0,9337;0,9953;1,03;1
20231216 11:29:57;20231216 14:29:57;4,4;536;0,0495;0,67;1,2346;1,3972;1;312;0,1217;0,9555;0,9516;1,0052;1
20231216 11:39:57;20231216 14:39:57;3,9;584;0,0399;0,6775;1,2398;1,3777;1;311;0,1232;0,9509;0,9606;1,0101;1
20231216 11:49:57;20231216 14:49:57;3,4;840;0,0117;0,6611;1,2305;1,4091;0;365;0,1043;0,9379;0,9893;1,0265;1
