DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20231212 07:44:06;20231212 10:44:06;3,1;775;0,0198;0,6927;1,2447;1,3443;0;508;0,09;0,9742;0,9245;0,9905;1
20231212 07:54:06;20231212 10:54:06;3,7;445;0,0547;0,6874;1,2435;1,3563;1;325;0,1214;0,9597;0,9453;1,0017;1
20231212 08:04:06;20231212 11:04:06;4,2;604;0,038;0,7189;1,2429;1,3004;0;256;0,1448;0,9479;0,9658;1,013;1
20231212 08:14:07;20231212 11:14:07;4,7;652;0,0315;0,6956;1,2443;1,3487;0;222;0,1601;0,9426;0,9773;1,0196;1
20231212 08:24:07;20231212 11:24:07;5,2;503;0,0595;0,7104;1,245;1,3256;1;247;0,1624;0,9764;0,9166;0,9863;1
20231212 08:34:07;20231212 11:34:07;5,6;518;0,0591;0,714;1,245;1,3241;1;220;0,1692;0,9427;0,9855;1,0243;1
20231212 08:44:07;20231212 11:44:07;5,9;593;0,0456;0,715;1,2451;1,3271;1;236;0,1683;0,9527;0,9718;1,0164;1
20231212 08:54:07;20231212 11:54:07;6,2;628;0,0396;0,7247;1,2444;1,3137;0;258;0,1731;0,9915;0,9036;0,9795;1
20231212 09:04:07;20231212 12:04:07;6,5;642;0,0377;0,7277;1,2443;1,3122;0;275;0,1625;0,9802;0,9298;0,9933;1
20231212 09:14:08;20231212 12:14:08;6,7;604;0,0469;0,7329;1,2436;1,3059;0;240;0,1867;0,9824;0,9295;0,9931;1
20231212 09:24:08;20231212 12:24:08;6,8;584;0,052;0,7228;1,245;1,3266;1;231;0,1831;0,9514;0,9907;1,0273;1
20231212 09:34:08;20231212 12:34:08;7,0;645;0,0391;0,7138;1,2446;1,345;0;262;0,1643;0,9415;1,0109;1,0393;1
20231212 09:44:08;20231212 12:44:08;7,0;594;0,0507;0,7089;1,2437;1,3551;1;203;0,1901;0,9171;1,0563;1,0677;1
20231212 09:54:09;20231212 12:54:09;7,0;481;0,0761;0,6994;1,2407;1,3738;1;203;0,1867;0,9048;1,0782;1,0823;1
20231212 10:04:09;20231212 13:04:09;7,0;499;0,0717;0,6962;1,2395;1,3793;1;214;0,1829;0,915;1,0593;1,0696;1
20231212 10:14:09;20231212 13:14:09;6,9;503;0,0703;0,7001;1,2414;1,3701;1;200;0,1977;0,9396;1,0131;1,0406;1
20231212 10:24:09;20231212 13:24:09;6,7;533;0,0628;0,7028;1,2427;1,3628;1;243;0,1697;0,934;1,0208;1,0453;1
20231212 10:34:10;20231212 13:34:10;6,5;606;0,0459;0,7002;1,2423;1,3648;0;234;0,1707;0,9309;1,023;1,0466;1
20231212 10:44:10;20231212 13:44:10;6,3;628;0,0399;0,7085;1,2446;1,3451;0;243;0,1647;0,9377;1,0063;1,0365;1
20231212 10:54:10;20231212 13:54:10;6,0;674;0,0291;0,6952;1,242;1,3666;0;274;0,138;0,9108;1,0508;1,0642;1
20231212 11:04:10;20231212 14:04:10;5,7;632;0,0368;0,6949;1,2427;1,3622;0;276;0,1444;0,9536;0,9665;1,0134;1
20231212 11:14:10;20231212 14:14:10;5,3;520;0,0571;0,7096;1,2451;1,3288;1;229;0,1595;0,9357;0,9952;1,03;1
20231212 11:24:11;20231212 14:24:11;4,8;545;0,0501;0,7131;1,2446;1,3171;1;328;0,1081;0,9267;1,0082;1,0377;1
20231212 11:34:11;20231212 14:34:11;4,4;744;0,0173;0,7137;1,2442;1,3111;0;338;0,1069;0,9413;0,9785;1,0203;1
20231212 11:44:11;20231212 14:44:11;3,8;401;0,0621;0,7002;1,2451;1,3324;1;269;0,1405;0,9484;0,9658;1,0131;1
20231212 11:54:11;20231212 14:54:11;3,3;358;0,0766;0,6938;1,2448;1,3424;1;355;0,1044;0,9124;1,0381;1,056;1
