DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20231222 07:55:00;20231222 10:55:00;3.1;264;1;173;1
20231222 08:05:00;20231222 11:05:00;3.6;431;1;726;0
20231222 08:15:00;20231222 11:15:00;4.1;385;1;476;1
20231222 08:25:01;20231222 11:25:01;4.6;378;1;374;1
20231222 08:35:01;20231222 11:35:01;5.0;545;1;388;1
20231222 08:45:01;20231222 11:45:01;5.4;500;1;344;1
20231222 08:55:02;20231222 11:55:02;5.7;244;1;310;1
20231222 09:05:02;20231222 12:05:02;6.0;782;0;566;1
20231222 09:15:03;20231222 12:15:03;6.2;654;0;337;1
20231222 09:25:03;20231222 12:25:03;6.4;379;1;315;1
20231222 09:35:03;20231222 12:35:03;6.5;688;0;366;1
20231222 09:45:03;20231222 12:45:03;6.6;527;1;299;1
20231222 09:55:04;20231222 12:55:04;6.6;602;0;253;1
20231222 10:05:04;20231222 13:05:04;6.6;492;1;223;1
20231222 10:15:05;20231222 13:15:05;6.5;548;1;222;1
20231222 10:25:05;20231222 13:25:05;6.4;656;0;250;1
20231222 10:35:05;20231222 13:35:05;6.2;570;1;297;1
20231222 10:45:05;20231222 13:45:05;6.0;560;1;259;1
20231222 10:55:05;20231222 13:55:05;5.7;639;0;294;1
20231222 11:05:06;20231222 14:05:06;5.4;582;1;260;1
20231222 11:15:07;20231222 14:15:07;5.1;554;1;318;1
20231222 11:25:07;20231222 14:25:07;4.6;704;0;293;1
20231222 11:35:08;20231222 14:35:08;4.2;560;1;350;1
20231222 11:45:08;20231222 14:45:08;3.7;478;1;305;1
20231222 11:55:08;20231222 14:55:08;3.1;1142;0;712;0
