DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20231209 07:38:42;20231209 10:38:42;3,1;452;0,0475;0,7112;1,244;1,3093;1;274;0,1512;0,9766;0,9199;0,988;1
20231209 07:48:42;20231209 10:48:42;3,7;512;0,0472;0,7127;1,2439;1,3083;1;256;0,1564;0,9806;0,9052;0,9803;1
20231209 07:58:42;20231209 10:58:42;4,2;430;0,0633;0,7104;1,2446;1,3161;1;235;0,1641;0,9784;0,9074;0,9815;1
20231209 08:08:43;20231209 11:08:43;4,8;405;0,0756;0,7146;1,2444;1,3133;1;232;0,1675;0,9786;0,9091;0,9824;1
20231209 08:18:43;20231209 11:18:43;5,2;391;0,0829;0,7338;1,2399;1,2843;1;209;0,1828;0,976;0,9182;0,9871;1
20231209 08:28:43;20231209 11:28:43;5,7;436;0,0765;0,7349;1,2407;1,2878;1;229;0,178;0,9792;0,9176;0,9868;1
20231209 08:38:43;20231209 11:38:43;6,0;452;0,0759;0,7384;1,2404;1,2868;1;251;0,1744;0,9905;0,9021;0,9787;1
20231209 08:48:44;20231209 11:48:44;6,4;475;0,0729;0,7309;1,2435;1,3047;1;251;0,1729;0,9753;0,9369;0,9971;1
20231209 08:58:44;20231209 11:58:44;6,6;484;0,0728;0,7353;1,243;1,3009;1;254;0,1717;0,9645;0,9624;1,0111;1
20231209 09:08:44;20231209 12:08:44;6,9;489;0,0729;0,7284;1,2446;1,3167;1;257;0,177;0,9753;0,9466;1,0024;1
20231209 09:18:44;20231209 12:18:44;7,0;486;0,0749;0,7211;1,2451;1,3329;1;255;0,1769;0,9641;0,9711;1,0161;1
20231209 09:28:44;20231209 12:28:44;7,2;479;0,0772;0,7315;1,2446;1,3158;1;254;0,1777;0,9604;0,9804;1,0214;1
20231209 09:38:44;20231209 12:38:44;7,3;474;0,079;0,7231;1,2451;1,3324;1;261;0,1764;0,9646;0,9742;1,0178;1
20231209 09:48:45;20231209 12:48:45;7,3;493;0,0749;0,7293;1,2449;1,3215;1;263;0,1756;0,9644;0,9754;1,0185;1
20231209 09:58:45;20231209 12:58:45;7,3;486;0,0764;0,7312;1,2447;1,3176;1;262;0,1763;0,9661;0,9717;1,0164;1
20231209 10:08:45;20231209 13:08:45;7,2;445;0,085;0,7419;1,2425;1,2977;1;251;0,187;0,9805;0,9434;1,0007;1
20231209 10:18:45;20231209 13:18:45;7,1;497;0,0726;0,7332;1,2442;1,3112;1;262;0,1775;0,9772;0,9471;1,0027;1
20231209 10:28:46;20231209 13:28:46;6,9;460;0,0796;0,7308;1,2443;1,3128;1;253;0,1805;0,9775;0,9429;1,0004;1
20231209 10:38:46;20231209 13:38:46;6,7;439;0,0827;0,7205;1,2451;1,3281;1;248;0,1716;0,953;0,9843;1,0236;1
20231209 10:48:46;20231209 13:48:46;6,4;481;0,0717;0,7196;1,245;1,3258;1;253;0,1682;0,9621;0,9623;1,0111;1
20231209 10:58:46;20231209 13:58:46;6,1;465;0,0735;0,7353;1,2416;1,2928;1;254;0,1716;0,9858;0,9119;0,9838;1
20231209 11:08:47;20231209 14:08:47;5,7;446;0,0747;0,7219;1,2442;1,3116;1;246;0,1674;0,9735;0,9294;0,9931;1
20231209 11:18:47;20231209 14:18:47;5,3;407;0,0795;0,7163;1,2446;1,3164;1;220;0,1741;0,9666;0,937;0,9972;1
20231209 11:28:47;20231209 14:28:47;4,8;478;0,0615;0,7167;1,2441;1,3102;1;231;0,1612;0,957;0,9509;1,0047;1
20231209 11:38:47;20231209 14:38:47;4,3;407;0,0675;0,6934;1,2443;1,3491;1;218;0,1626;0,9502;0,9615;1,0106;1
20231209 11:48:47;20231209 14:48:47;3,8;491;0,0504;0,68;1,2411;1,3715;1;249;0,145;0,9345;0,9926;1,0284;1
20231209 11:58:48;20231209 14:58:48;3,2;419;0,0516;0,6747;1,2392;1,3803;1;265;0,1463;0,9495;0,9701;1,0155;1
