DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20231221 07:54:27;20231221 10:54:27;3,1;476;0,0459;0,6588;1,2288;1,4134;1;340;0,1107;0,9092;1,0464;1,0613;1
20231221 08:04:27;20231221 11:04:27;3,6;337;0,0832;0,6845;1,2428;1,362;1;223;0,1599;0,9476;0,9687;1,0147;1
20231221 08:14:28;20231221 11:14:28;4,1;497;0,0527;0,6934;1,2444;1,3477;1;461;0,0715;0,9264;1,0065;1,0367;1
20231221 08:24:29;20231221 11:24:29;4,6;420;0,0705;0,6822;1,2406;1,374;1;272;0,1374;0,9454;0,9717;1,0164;1
20231221 08:34:29;20231221 11:34:29;5,0;788;0,007;0,6593;1,2231;1,4268;0;286;0,129;0,9319;0,9999;1,0328;1
20231221 08:44:29;20231221 11:44:29;5,4;543;0,0533;0,7009;1,2445;1,3468;1;300;0,1301;0,9545;0,9612;1,0105;1
20231221 08:54:30;20231221 11:54:30;5,7;576;0,0485;0,6937;1,2423;1,3653;1;257;0,1472;0,9258;1,0193;1,0444;1
20231221 09:04:30;20231221 12:04:30;6,0;561;0,0528;0,6961;1,2424;1,3645;1;292;0,1357;0,9401;0,9969;1,031;1
20231221 09:14:30;20231221 12:14:30;6,2;634;0,0387;0,6862;1,2373;1,3878;0;273;0,1473;0,9358;1,0085;1,0379;1
20231221 09:24:30;20231221 12:24:30;6,4;714;0,0221;0,6777;1,2309;1,4079;0;294;0,138;0,9351;1,0128;1,0404;1
20231221 09:34:30;20231221 12:34:30;6,5;532;0,0617;0,6966;1,2411;1,3717;1;251;0,1636;0,9389;1,0081;1,0376;1
20231221 09:44:31;20231221 12:44:31;6,6;612;0,045;0,6928;1,2392;1,3804;0;257;0,1622;0,9414;1,0049;1,0357;1
20231221 09:54:31;20231221 12:54:31;6,6;580;0,0519;0,7124;1,2447;1,3428;1;270;0,1657;0,9745;0,9435;1,0007;1
20231221 10:04:31;20231221 13:04:31;6,6;571;0,0537;0,716;1,245;1,3358;1;288;0,1491;0,9556;0,9787;1,0204;1
20231221 10:14:31;20231221 13:14:31;6,5;555;0,0572;0,6829;1,2339;1,3993;1;382;0,0995;0,9994;0,8947;0,9749;1
20231221 10:24:32;20231221 13:24:32;6,4;698;0,0252;0,7101;1,2447;1,3438;0;334;0,1241;0,9693;0,9493;1,0039;1
20231221 10:34:32;20231221 13:34:32;6,2;428;0,0822;0,7337;1,2425;1,2981;1;277;0,1502;0,9527;0,9773;1,0196;1
20231221 10:44:32;20231221 13:44:32;6,0;580;0,0489;0,7075;1,2447;1,3429;1;303;0,1319;0,9468;0,9846;1,0238;1
20231221 10:54:33;20231221 13:54:33;5,8;430;0,0781;0,7027;1,2444;1,3482;1;294;0,138;0,9611;0,9534;1,0062;1
20231221 11:04:33;20231221 14:04:33;5,4;541;0,054;0,7233;1,2435;1,3054;1;265;0,1473;0,9512;0,9679;1,0142;1
20231221 11:14:33;20231221 14:14:33;5,1;728;0,0177;0,688;1,2418;1,3677;0;525;0,0555;0,9279;1,0078;1,0374;1
20231221 11:24:34;20231221 14:24:34;4,6;691;0,025;0,71;1,2448;1,3206;0;266;0,137;0,9328;0,9955;1,0301;1
20231221 11:34:34;20231221 14:34:34;4,2;413;0,065;0,6909;1,2439;1,3528;1;336;0,1166;0,9764;0,9113;0,9835;1
20231221 11:44:34;20231221 14:44:34;3,7;327;0,0685;0,7058;1,2449;1,321;1;320;0,1207;0,9489;0,9659;1,0131;1
20231221 11:54:34;20231221 14:54:34;3,1;310;0,0606;0,7263;1,2394;1,2822;1;396;0,103;0,9653;0,9407;0,9992;1
