DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20231227 09:51:07;20231227 12:51:07;6,7;1332;0,3298;0,4421;-0,4235;2,1661;0;64;0,3362;0,5164;0,8129;1,8902;0
20231227 09:53:14;20231227 12:53:14;6,7;1392;0,3258;0,4393;-0,4787;2,1798;0;66;0,335;0,5164;0,8124;1,8904;0
20231227 09:59:12;20231227 12:59:12;6,7;1420;0,3427;0,4394;-0,4772;2,1794;0;17;0,3459;0,5237;0,8667;1,8641;0
20231227 10:03:12;20231227 13:03:12;6,7;1338;0,2438;0,4345;-0,5788;2,2041;0;45;0,3011;0,5349;0,9425;1,8248;0
20231227 10:06:19;20231227 13:06:19;6,7;1549;0,3148;0,432;-0,6307;2,2164;0;136;0,3077;0,5093;0,7552;1,9166;1
20231227 10:09:20;20231227 13:09:20;6,7;1513;0,3194;0,4338;-0,5908;2,207;0;107;0,3138;0,5137;0,7921;1,8998;1
20231227 10:12:21;20231227 13:12:21;6,7;1535;0,3136;0,4323;-0,6201;2,2139;0;129;0,3102;0,5097;0,7604;1,9142;1
20231227 10:15:21;20231227 13:15:21;6,7;1472;0,3101;0,4344;-0,572;2,2025;0;142;0,3143;0,5054;0,725;1,9299;1
20231227 10:17:49;20231227 13:17:49;6,6;1545;0,3232;0,4326;-0,6093;2,2114;0;127;0,3162;0,5078;0,7465;1,9204;1
20231227 10:35:28;20231227 13:35:28;6,4;686;0,4433;1,5085;0,0779;0,6323;0;-1904;1,0446;0,7628;1,2788;1,275;0
20231227 10:10:07;20231227 13:10:07;6,7;988590;60,1162;-4,4667;-4,4653;-0,2143;0;-167381;-4,1753;-0,5243;-22,529;-1,8611;0
20231227 10:11:32;20231227 13:11:32;6,7;943017718590;15572,75;-0,0117;-16446,9354;-81,5963;0;3697;0,6043;2,4365;-0,9585;0,4005;0
20231227 10:15:43;20231227 13:15:43;6,7;9108803;54,5324;-0,3107;-45,2717;-3,0792;0;855;0,4452;1,536;-0,0243;0,635;0
20231227 10:18:20;20231227 13:18:20;6,6;-804828;-124,8681;0,3484;-3,5391;2,7451;0;35794;0,9489;-1,7635;-7,2761;-0,5529;0
20231227 10:21:21;20231227 13:21:21;6,6;-341226;154,6586;0,6561;1,2068;1,4574;0;-19745;-1,0968;-1,1205;-10,2733;-0,87;0
