DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20231211 07:42:23;20231211 10:42:23;3,1;758;0,0213;0,6882;1,2439;1,3531;0;275;0,1393;0,9354;0,9979;1,0315;1
20231211 07:52:23;20231211 10:52:23;3,7;540;0,0438;0,6929;1,2446;1,3456;1;282;0,1346;0,9429;0,9771;1,0195;1
20231211 08:02:24;20231211 11:02:24;4,2;457;0,0591;0,7039;1,2451;1,3281;1;260;0,1479;0,9647;0,9339;0,9955;1
20231211 08:12:24;20231211 11:12:24;4,7;560;0,0469;0,709;1,245;1,3233;1;241;0,1536;0,9492;0,965;1,0126;1
20231211 08:22:24;20231211 11:22:24;5,2;574;0,0464;0,7106;1,245;1,3255;1;238;0,1633;0,9659;0,9371;0,9972;1
20231211 08:32:24;20231211 11:32:24;5,6;489;0,0652;0,7289;1,2424;1,2975;1;231;0,1731;0,9709;0,9326;0,9948;1
20231211 08:42:24;20231211 11:42:24;5,9;521;0,0607;0,7173;1,245;1,3233;1;211;0,1829;0,9551;0,9678;1,0142;1
20231211 08:52:24;20231211 11:52:24;6,3;573;0,0513;0,7195;1,245;1,324;1;247;0,169;0,9601;0,9636;1,0118;1
20231211 09:02:25;20231211 12:02:25;6,5;525;0,063;0,7209;1,245;1,3253;1;231;0,1788;0,9524;0,9829;1,0228;1
20231211 09:12:25;20231211 12:12:25;6,7;455;0,0797;0,7318;1,2439;1,3087;1;245;0,1794;0,9677;0,9583;1,0089;1
20231211 09:22:25;20231211 12:22:25;6,9;506;0,0696;0,7209;1,2451;1,331;1;260;0,1739;0,9708;0,9557;1,0074;1
20231211 09:32:26;20231211 12:32:26;7,0;477;0,0766;0,7285;1,2447;1,3189;1;244;0,1813;0,9602;0,9778;1,0199;1
20231211 09:42:26;20231211 12:42:26;7,1;444;0,0843;0,7329;1,2442;1,3119;1;216;0,1965;0,9537;0,9911;1,0275;1
20231211 09:52:27;20231211 12:52:27;7,1;459;0,0812;0,7309;1,2446;1,3158;1;267;0,1753;0,9788;0,9447;1,0014;1
20231211 10:02:27;20231211 13:02:27;7,1;463;0,0799;0,7208;1,2451;1,3337;1;254;0,1773;0,9636;0,9724;1,0168;1
20231211 10:12:27;20231211 13:12:27;7,0;463;0,0794;0,7202;1,2451;1,3335;1;242;0,183;0,9623;0,9731;1,0172;1
20231211 10:22:27;20231211 13:22:27;6,8;456;0,0802;0,7101;1,2442;1,3502;1;225;0,1908;0,9629;0,9692;1,015;1
20231211 10:32:27;20231211 13:32:27;6,7;451;0,0799;0,7179;1,2451;1,3327;1;232;0,1823;0,9587;0,9734;1,0174;1
20231211 10:42:28;20231211 13:42:28;6,4;540;0,0592;0,7146;1,245;1,3353;1;259;0,1664;0,9673;0,9529;1,0059;1
20231211 10:52:28;20231211 13:52:28;6,1;494;0,0674;0,7194;1,2449;1,3222;1;237;0,1728;0,9596;0,9624;1,0112;1
20231211 11:02:28;20231211 14:02:28;5,8;484;0,0674;0,7145;1,245;1,3265;1;240;0,1686;0,9644;0,9479;1,0031;1
20231211 11:12:28;20231211 14:12:28;5,4;560;0,05;0,709;1,2451;1,3316;1;242;0,1652;0,9701;0,9318;0,9944;1
20231211 11:22:28;20231211 14:22:28;5,0;525;0,0543;0,7075;1,2451;1,329;1;245;0,1571;0,9612;0,9441;1,001;1
20231211 11:32:29;20231211 14:32:29;4,5;419;0,068;0,7018;1,2451;1,3347;1;244;0,1581;0,9715;0,9213;0,9888;1
20231211 11:42:29;20231211 14:42:29;4,0;587;0,0396;0,6927;1,2444;1,3478;1;258;0,149;0,9637;0,936;0,9967;1
20231211 11:52:29;20231211 14:52:29;3,4;660;0,0298;0,6978;1,2451;1,3351;0;284;0,1374;0,9492;0,9675;1,014;1
