DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20231215 07:48:33;20231215 10:48:33;3.1;231;1;773;0
20231215 07:58:34;20231215 10:58:34;3.6;268;1;273;1
20231215 08:08:34;20231215 11:08:34;4.2;444;1;389;1
20231215 08:18:34;20231215 11:18:34;4.7;598;1;699;0
20231215 08:28:34;20231215 11:28:34;5.1;693;0;377;1
20231215 08:38:34;20231215 11:38:34;5.5;791;0;384;1
20231215 08:48:35;20231215 11:48:35;5.8;493;1;379;1
20231215 08:58:35;20231215 11:58:35;6.1;551;1;323;1
20231215 09:08:35;20231215 12:08:35;6.4;513;1;302;1
20231215 09:18:36;20231215 12:18:36;6.5;426;1;291;1
20231215 09:28:36;20231215 12:28:36;6.7;788;0;318;1
20231215 09:38:36;20231215 12:38:36;6.8;589;1;295;1
20231215 09:48:36;20231215 12:48:36;6.8;757;0;362;1
20231215 09:58:36;20231215 12:58:36;6.8;609;0;361;1
20231215 10:08:37;20231215 13:08:37;6.8;779;0;330;1
20231215 10:18:37;20231215 13:18:37;6.7;600;1;366;1
20231215 10:28:37;20231215 13:28:37;6.5;661;0;361;1
20231215 10:38:37;20231215 13:38:37;6.3;363;1;343;1
20231215 10:48:37;20231215 13:48:37;6.0;372;1;296;1
20231215 10:58:37;20231215 13:58:37;5.7;374;1;353;1
20231215 11:08:38;20231215 14:08:38;5.4;450;1;254;1
20231215 11:18:38;20231215 14:18:38;5.0;349;1;250;1
20231215 11:28:38;20231215 14:28:38;4.5;534;1;442;1
20231215 11:38:38;20231215 14:38:38;4.0;1007;0;611;0
20231215 11:48:38;20231215 14:48:38;3.5;521;1;304;1
