DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20231210 07:40:35;20231210 10:40:35;3,1;533;0,0406;0,6835;1,2427;1,3624;1;295;0,1338;0,942;0,9856;1,0243;1
20231210 07:50:35;20231210 10:50:35;3,7;341;0,0671;0,6811;1,2416;1,369;1;273;0,141;0,9533;0,9574;1,0084;1
20231210 08:00:35;20231210 11:00:35;4,2;479;0,0561;0,6882;1,2433;1,3585;1;251;0,1488;0,9542;0,9538;1,0064;1
20231210 08:10:36;20231210 11:10:36;4,7;517;0,0542;0,6878;1,2424;1,3642;1;266;0,1448;0,9598;0,945;1,0015;1
20231210 08:20:36;20231210 11:20:36;5,2;494;0,0615;0,7014;1,2447;1,3433;1;236;0,158;0,945;0,9769;1,0193;1
20231210 08:30:36;20231210 11:30:36;5,6;513;0,0605;0,7077;1,245;1,3368;1;266;0,1503;0,9579;0,9577;1,0085;1
20231210 08:40:36;20231210 11:40:36;6,0;468;0,072;0,7059;1,2446;1,3454;1;258;0,1579;0,9555;0,9678;1,0142;1
20231210 08:50:37;20231210 11:50:37;6,3;474;0,0728;0,7157;1,2451;1,3316;1;258;0,1618;0,9554;0,9734;1,0173;1
20231210 09:00:37;20231210 12:00:37;6,6;499;0,0691;0,7164;1,2451;1,3344;1;274;0,1605;0,9685;0,9537;1,0063;1
20231210 09:10:37;20231210 12:10:37;6,8;533;0,0631;0,7063;1,2435;1,3569;1;279;0,1584;0,9613;0,9714;1,0162;1
20231210 09:20:37;20231210 12:20:37;7,0;496;0,0721;0,7111;1,2442;1,3504;1;277;0,1612;0,9583;0,9803;1,0213;1
20231210 09:30:37;20231210 12:30:37;7,1;541;0,0631;0,7076;1,2432;1,359;1;291;0,153;0,9542;0,9903;1,0271;1
20231210 09:40:37;20231210 12:40:37;7,2;541;0,0636;0,7062;1,2427;1,3628;1;296;0,1492;0,9476;1,0039;1,0351;1
20231210 09:50:38;20231210 12:50:38;7,2;584;0,0542;0,6927;1,2368;1,3896;1;290;0,148;0,9292;1,0379;1,0559;1
20231210 10:00:38;20231210 13:00:38;7,2;549;0,0617;0,7027;1,2415;1,3696;1;293;0,1502;0,9454;1,0078;1,0374;1
20231210 10:10:38;20231210 13:10:38;7,1;562;0,0583;0,7041;1,2422;1,3656;1;274;0,1587;0,9409;1,0145;1,0414;1
20231210 10:20:38;20231210 13:20:38;7,0;569;0,056;0,7039;1,2425;1,364;1;289;0,1524;0,9534;0,9891;1,0264;1
20231210 10:30:39;20231210 13:30:39;6,8;523;0,0652;0,6964;1,2403;1,3758;1;272;0,152;0,9265;1,0349;1,0541;1
20231210 10:40:39;20231210 13:40:39;6,5;522;0,0641;0,6954;1,2406;1,3741;1;284;0,1471;0,9445;0,9977;1,0314;1
20231210 10:50:39;20231210 13:50:39;6,3;499;0,0672;0,7115;1,2449;1,3388;1;268;0,156;0,9562;0,9709;1,016;1
20231210 11:00:39;20231210 14:00:39;5,9;518;0,0612;0,7178;1,2449;1,3222;1;269;0,1556;0,9686;0,9421;1,0;1
20231210 11:10:39;20231210 14:10:39;5,6;531;0,0566;0,6987;1,2439;1,3531;1;259;0,1553;0,9631;0,9469;1,0026;1
20231210 11:20:40;20231210 14:20:40;5,1;453;0,0688;0,6995;1,2445;1,3461;1;241;0,1548;0,9444;0,9774;1,0196;1
20231210 11:30:40;20231210 14:30:40;4,7;432;0,0677;0,6893;1,243;1,3604;1;254;0,1441;0,9379;0,9861;1,0246;1
20231210 11:40:40;20231210 14:40:40;4,1;444;0,0601;0,6987;1,245;1,3374;1;279;0,1347;0,947;0,9676;1,0141;1
20231210 11:50:40;20231210 14:50:40;3,6;407;0,0581;0,689;1,2439;1,3528;1;252;0,1479;0,9454;0,9732;1,0172;1
20231210 12:00:40;20231210 15:00:40;3,0;433;0,0482;0,6683;1,2358;1,3933;1;303;0,1303;0,9371;0,9963;1,0306;1
