DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20231220 07:53:45;20231220 10:53:45;3.1;818;0;357;1
20231220 08:03:46;20231220 11:03:46;3.6;693;0;374;1
20231220 08:13:46;20231220 11:13:46;4.1;553;1;262;1
20231220 08:23:46;20231220 11:23:46;4.6;582;1;280;1
20231220 08:33:46;20231220 11:33:46;5.0;574;1;258;1
20231220 08:43:47;20231220 11:43:47;5.4;626;0;266;1
20231220 08:53:47;20231220 11:53:47;5.7;587;1;256;1
20231220 09:03:47;20231220 12:03:47;6.0;626;0;271;1
20231220 09:13:47;20231220 12:13:47;6.2;596;1;270;1
20231220 09:23:47;20231220 12:23:47;6.4;633;0;259;1
20231220 09:33:48;20231220 12:33:48;6.5;581;1;262;1
20231220 09:43:48;20231220 12:43:48;6.6;617;0;290;1
20231220 09:53:48;20231220 12:53:48;6.7;538;1;259;1
20231220 10:03:49;20231220 13:03:49;6.6;553;1;260;1
20231220 10:13:49;20231220 13:13:49;6.6;495;1;259;1
20231220 10:23:49;20231220 13:23:49;6.4;519;1;264;1
20231220 10:33:49;20231220 13:33:49;6.3;612;0;261;1
20231220 10:43:50;20231220 13:43:50;6.0;553;1;254;1
20231220 10:53:50;20231220 13:53:50;5.8;554;1;272;1
20231220 11:03:50;20231220 14:03:50;5.5;572;1;254;1
20231220 11:13:50;20231220 14:13:50;5.1;672;0;292;1
20231220 11:23:51;20231220 14:23:51;4.7;560;1;288;1
20231220 11:33:51;20231220 14:33:51;4.2;579;1;294;1
20231220 11:43:51;20231220 14:43:51;3.7;449;1;310;1
20231220 11:53:51;20231220 14:53:51;3.1;890;0;379;1
