DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20231222 07:55:00;20231222 10:55:00;3,1;264;0,1624;0,5273;0,7924;1,7659;1;173;0,1598;0,8828;1,0938;1,0931;1
20231222 08:05:00;20231222 11:05:00;3,6;431;0,077;0,5458;0,9051;1,7079;1;726;0,0438;0,9017;1,054;1,0662;0
20231222 08:15:00;20231222 11:15:00;4,1;385;0,0831;0,6011;1,1254;1,5545;1;476;0,0763;0,9727;0,9185;0,9873;1
20231222 08:25:01;20231222 11:25:01;4,6;378;0,0855;0,6263;1,1793;1,4967;1;374;0,0971;0,9841;0,8976;0,9764;1
20231222 08:35:01;20231222 11:35:01;5,0;545;0,0513;0,7268;1,2419;1,2943;1;388;0,0952;1,0241;0,8236;0,9398;1
20231222 08:45:01;20231222 11:45:01;5,4;500;0,0618;0,7178;1,2445;1,3151;1;344;0,1126;0,9778;0,9169;0,9865;1
20231222 08:55:02;20231222 11:55:02;5,7;244;0,1461;0,7113;1,2451;1,3316;1;310;0,1218;0,9304;1,0109;1,0393;1
20231222 09:05:02;20231222 12:05:02;6,0;782;0,0067;0,6642;1,2215;1,4301;0;566;0,0518;0,992;0,8987;0,977;1
20231222 09:15:03;20231222 12:15:03;6,2;654;0,0348;0,6693;1,2249;1,4227;0;337;0,1124;0,9315;1,0165;1,0427;1
20231222 09:25:03;20231222 12:25:03;6,4;379;0,0937;0,713;1,245;1,3382;1;315;0,1359;0,973;0,942;0,9999;1
20231222 09:35:03;20231222 12:35:03;6,5;688;0,028;0,6893;1,2378;1,3862;0;366;0,1015;0,9443;0,998;1,0316;1
20231222 09:45:03;20231222 12:45:03;6,6;527;0,0641;0,6731;1,2257;1,4208;1;299;0,1392;0,942;1,0037;1,035;1
20231222 09:55:04;20231222 12:55:04;6,6;602;0,047;0,7065;1,2438;1,3541;0;253;0,1562;0,9105;1,0614;1,071;1
20231222 10:05:04;20231222 13:05:04;6,6;492;0,0708;0,7095;1,2444;1,3479;1;223;0,1844;0,9516;0,986;1,0246;1
20231222 10:15:05;20231222 13:15:05;6,5;548;0,0583;0,731;1,2438;1,3072;1;222;0,1928;0,9759;0,939;0,9982;1
20231222 10:25:05;20231222 13:25:05;6,4;656;0,0345;0,7394;1,2412;1,2906;0;250;0,1824;0,9959;0,8989;0,977;1
20231222 10:35:05;20231222 13:35:05;6,2;570;0,052;0,7211;1,2448;1,3207;1;297;0,1478;0,9833;0,9195;0,9878;1
20231222 10:45:05;20231222 13:45:05;6,0;560;0,053;0,7099;1,245;1,3383;1;259;0,1545;0,9449;0,9881;1,0258;1
20231222 10:55:05;20231222 13:55:05;5,7;639;0,0356;0,7019;1,2443;1,3495;0;294;0,1285;0,9248;1,0215;1,0457;1
20231222 11:05:06;20231222 14:05:06;5,4;582;0,0459;0,7061;1,245;1,3372;1;260;0,1399;0,9151;1,0352;1,0542;1
20231222 11:15:07;20231222 14:15:07;5,1;554;0,05;0,6717;1,2334;1,4008;1;318;0,1133;0,9272;1,0089;1,0381;1
20231222 11:25:07;20231222 14:25:07;4,6;704;0,0231;0,667;1,2317;1,4057;0;293;0,1301;0,954;0,9553;1,0072;1
20231222 11:35:08;20231222 14:35:08;4,2;560;0,044;0,7021;1,2451;1,3312;1;350;0,1114;0,9806;0,9033;0,9793;1
20231222 11:45:08;20231222 14:45:08;3,7;478;0,0514;0,6646;1,2327;1,4029;1;305;0,1185;0,912;1,035;1,0541;1
20231222 11:55:08;20231222 14:55:08;3,1;1142;-0,0126;0,6572;1,2274;1,4169;0;712;0,0554;0,9269;1,0132;1,0407;0
