DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20230829 03:16:43;20230829 06:16:43;3.1;-3002;0;-1786;0
20230829 03:26:44;20230829 06:26:44;4.4;287413958;0;414932332;0
20230829 03:36:44;20230829 06:36:44;5.6;-728;0;-149;0
20230829 03:46:44;20230829 06:46:44;6.8;142;1;237;1
20230829 03:56:45;20230829 06:56:45;8.1;1226;0;373;1
20230829 04:07:03;20230829 07:07:03;9.4;-211;0;-422;0
20230829 04:17:00;20230829 07:17:00;10.6;-206;0;-376;0
20230829 04:27:04;20230829 07:27:04;11.9;1333;0;354;1
20230829 04:37:04;20230829 07:37:04;13.1;1218;0;362;1
20230829 04:47:04;20230829 07:47:04;14.4;1049;0;337;1
20230829 04:57:05;20230829 07:57:05;15.6;1013;0;341;1
20230829 05:07:05;20230829 08:07:05;16.8;1030;0;359;1
20230829 05:17:05;20230829 08:17:05;18.1;926;0;327;1
20230829 05:27:03;20230829 08:27:03;19.3;937;0;336;1
20230829 05:37:04;20230829 08:37:04;20.5;912;0;337;1
20230829 05:47:04;20230829 08:47:04;21.7;904;0;341;1
20230829 05:57:05;20230829 08:57:05;22.8;894;0;345;1
20230829 06:07:05;20230829 09:07:05;24.0;862;0;338;1
20230829 06:17:06;20230829 09:17:06;25.1;859;0;345;1
20230829 06:27:06;20230829 09:27:06;26.2;900;0;367;1
20230829 06:37:06;20230829 09:37:06;27.3;888;0;366;1
20230829 06:47:01;20230829 09:47:01;28.4;4168;0;1662;0
20230829 06:57:04;20230829 09:57:04;29.4;2088;0;911;0
20230829 07:07:04;20230829 10:07:04;30.4;961;0;425;1
20230829 07:17:20;20230829 10:17:20;31.4;1309;0;560;1
20230829 07:26:50;20230829 10:26:50;32.2;4268;0;1833;0
20230829 07:37:05;20230829 10:37:05;33.1;1150;0;500;1
20230829 07:47:03;20230829 10:47:03;33.9;2356;0;1002;0
20230829 07:57:06;20230829 10:57:06;34.7;2890;0;1227;0
20230829 08:07:03;20230829 11:07:03;35.5;961;0;428;1
20230829 08:17:06;20230829 11:17:06;36.1;1149;0;497;1
20230829 08:34:56;20230829 11:34:56;37.2;700;0;301;1
20230829 08:44:56;20230829 11:44:56;37.7;730;0;319;1
20230829 08:54:56;20230829 11:54:56;38.2;727;0;318;1
20230829 09:04:53;20230829 12:04:53;38.6;1931;0;1030;0
20230829 09:14:57;20230829 12:14:57;38.9;675;0;282;1
20230829 09:24:54;20230829 12:24:54;39.2;831;0;400;1
20230829 10:45:26;20230829 13:45:26;38.8;2643;0;1317;0
20230829 10:50:25;20230829 13:50:25;38.6;1282;0;974;0
20230829 10:56:25;20230829 13:56:25;38.4;1138;0;660;0
20230829 10:58:33;20230829 13:58:33;38.3;1260;0;835;0
20230829 10:59:49;20230829 13:59:49;38.3;6591;0;230597;0
20230829 11:01:26;20230829 14:01:26;38.2;-775808;0;752;0
20230829 11:10:30;20230829 14:10:30;37.8;6007;0;2498;0
20230829 11:13:17;20230829 14:13:17;37.7;1439;0;911;0
20230829 11:15:06;20230829 14:15:06;37.6;1112;0;663;0
20230829 11:19:53;20230829 14:19:53;37.3;934;0;515;1
20230829 11:28:04;20230829 14:28:04;36.8;1066;0;624;0
20230829 11:37:53;20230829 14:37:53;36.2;1347;0;826;0
20230829 11:48:11;20230829 14:48:11;35.5;1364;0;811;0
20230829 11:57:24;20230829 14:57:24;34.9;2507;0;1094;0
20230829 12:07:25;20230829 15:07:25;34.1;1211;0;655;0
20230829 12:13:04;20230829 15:13:04;33.6;910;0;442;1
20230829 12:18:03;20230829 15:18:03;33.2;870;0;414;1
20230829 12:28:01;20230829 15:28:01;32.4;1931;0;1032;0
20230829 12:32:52;20230829 15:32:52;31.9;690;0;375;1
20230829 12:38:14;20230829 15:38:14;31.4;897;0;466;1
20230829 12:49:15;20230829 15:49:15;30.4;774;0;423;1
Среднее значение ОСО (P1): 142
Стандартное отклонение: 0.0
Среднее значение ОСО (P2): 379
Стандартное отклонение: 70.51

