DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20230829 03:16:43;20230829 06:16:43;3,1;-3002;1,0;1,0;0,8632;0,9312;0;-1786;1,0;1,0;0,874;0,9644;0
20230829 03:26:44;20230829 06:26:44;4,4;287413958;1,0;0,0062;-54001,2613;151,5912;0;414932332;1,0;0,0062;-52897,8412;155,5828;0
20230829 03:36:44;20230829 06:36:44;5,6;-728;-0,0717;0,2772;-9,1097;3,4115;0;-149;0,39;0,5236;0,905;1,8447;0
20230829 03:46:44;20230829 06:46:44;6,8;142;-0,0202;0,2552;-12,836;3,7572;1;237;0,1455;0,6032;1,225;1,6199;1
20230829 03:56:45;20230829 06:56:45;8,1;1226;0,0604;0,3955;-1,7983;2,4589;0;373;0,1024;0,5793;1,1225;1,711;1
20230829 04:07:03;20230829 07:07:03;9,4;-211;0,4679;0,7065;1,235;1,3959;0;-422;0,5208;0,7814;1,2862;1,2878;0
20230829 04:17:00;20230829 07:17:00;10,6;-206;0,5019;0,7699;1,2424;1,297;0;-376;0,5597;0,8448;1,2277;1,2079;0
20230829 04:27:04;20230829 07:27:04;11,9;1333;0,1766;0,4489;-0,7755;2,25;0;354;0,2527;0,5372;0,7369;1,9247;1
20230829 04:37:04;20230829 07:37:04;13,1;1218;0,1669;0,4612;-0,6128;2,2122;0;362;0,2518;0,5496;0,784;1,9036;1
20230829 04:47:04;20230829 07:47:04;14,4;1049;0,1648;0,4857;-0,2415;2,1192;0;337;0,2606;0,5718;0,8966;1,849;1
20230829 04:57:05;20230829 07:57:05;15,6;1013;0,168;0,4973;-0,1204;2,0864;0;341;0,2684;0,5819;0,9249;1,8342;1
20230829 05:07:05;20230829 08:07:05;16,8;1030;0,1738;0,5016;-0,109;2,0833;0;359;0,2776;0,584;0,9076;1,8433;1
20230829 05:17:05;20230829 08:17:05;18,1;926;0,1893;0,5263;0,1805;1,998;0;327;0,2916;0,6074;1,0107;1,7857;1
20230829 05:27:03;20230829 08:27:03;19,3;937;0,1954;0,5311;0,194;1,9938;0;336;0,3033;0,6115;1,0033;1,7902;1
20230829 05:37:04;20230829 08:37:04;20,5;912;0,2037;0,5419;0,2696;1,9695;0;337;0,3131;0,6208;1,0207;1,7797;1
20230829 05:47:04;20230829 08:47:04;21,7;904;0,2131;0,5495;0,3131;1,9551;0;341;0,3218;0,6271;1,0293;1,7744;1
20230829 05:57:05;20230829 08:57:05;22,8;894;0,2209;0,5566;0,3556;1,9407;0;345;0,3264;0,6348;1,048;1,7626;1
20230829 06:07:05;20230829 09:07:05;24,0;862;0,2279;0,568;0,4417;1,9104;0;338;0,3378;0,642;1,0664;1,7506;1
20230829 06:17:06;20230829 09:17:06;25,1;859;0,2319;0,5733;0,4697;1,9002;0;345;0,3424;0,6454;1,0714;1,7472;1
20230829 06:27:06;20230829 09:27:06;26,2;900;0,2368;0,5676;0,399;1,9256;0;367;0,3457;0,6414;1,0472;1,7631;1
20230829 06:37:06;20230829 09:37:06;27,3;888;0,2423;0,5733;0,4376;1,9119;0;366;0,3539;0,6444;1,0539;1,7588;1
20230829 06:47:01;20230829 09:47:01;28,4;4168;0,2266;0,3452;-6,9595;3,1829;0;1662;0,2941;0,4149;-2,579;2,7362;0
20230829 06:57:04;20230829 09:57:04;29,4;2088;0,2301;0,4343;-2,2231;2,535;0;911;0,3284;0,5022;-0,2911;2,2635;0
20230829 07:07:04;20230829 10:07:04;30,4;961;0,2306;0,5682;0,3545;1,941;0;425;0,3401;0,6396;1,0215;1,7791;1
20230829 07:17:20;20230829 10:17:20;31,4;1309;0,2525;0,5113;-0,402;2,1607;0;560;0,3576;0,5803;0,6467;1,9628;1
