DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250124 07:36:53;20250124 10:36:53;5,1;-463;0,5511;0,967;0,939;0,9731;0;-1132;0,8536;0,965;0,9376;0,9975;0
20250124 07:46:45;20250124 10:46:45;5,8;-637;0,6458;0,9619;0,959;0,985;0;-906;0,8334;0,9913;0,8964;0,9757;0
20250124 07:56:48;20250124 10:56:48;6,4;-477;0,6008;0,9611;0,9723;0,9931;0;-1118;0,885;0,9249;1,0321;1,0523;0
20250124 08:06:48;20250124 11:06:48;7,1;-370;0,6326;1,0177;0,8882;0,9446;0;-945;0,8519;0,9398;1,0163;1,0426;0
20250124 08:16:48;20250124 11:16:48;7,7;-392;0,6227;0,9697;0,9802;0,9981;0;-777;0,8529;0,9843;0,946;1,0021;0
20250124 08:26:48;20250124 11:26:48;8,2;-457;0,6427;0,9221;1,0645;1,056;0;-775;0,8302;0,9554;1,0103;1,0389;0
20250124 08:36:47;20250124 11:36:47;8,7;-407;0,6866;0,9739;0,9917;1,0053;0;-782;0,8556;0,9558;1,0195;1,0445;0
20250124 08:46:51;20250124 11:46:51;9,1;-394;0,6772;0,9545;1,0296;1,0307;0;-685;0,8362;0,9734;0,9971;1,0311;0
20250124 08:56:44;20250124 11:56:44;9,5;-335;0,6631;0,9666;1,0171;1,0221;0;-645;0,8305;0,9785;0,9958;1,0303;0
20250124 09:06:45;20250124 12:06:45;9,9;-264;0,643;0,9873;0,9899;1,0042;0;-581;0,8291;0,9995;0,9651;1,0127;0
20250124 09:16:50;20250124 12:16:50;10,2;-282;0,6579;0,9791;1,0075;1,0157;0;-692;0,8559;0,96;1,0411;1,058;0
20250124 09:26:47;20250124 12:26:47;10,4;-256;0,6376;0,969;1,0267;1,0287;0;-684;0,843;0,949;1,0645;1,0731;0
20250124 09:36:47;20250124 12:36:47;10,6;-223;0,6477;0,9984;0,9837;1,0003;0;-580;0,8162;0,9769;1,0198;1,0447;0
20250124 09:46:46;20250124 12:46:46;10,8;-309;0,6612;0,9415;1,0724;1,0621;0;-626;0,8296;0,9612;1,0497;1,0634;0
20250124 09:56:45;20250124 12:56:45;10,8;-299;0,6543;0,9391;1,077;1,0658;0;-609;0,8324;0,9699;1,0363;1,0549;0
20250124 10:06:47;20250124 13:06:47;10,9;-181;0,6188;0,9957;0,992;1,0056;0;-585;0,8188;0,9713;1,0345;1,0538;0
20250124 10:16:47;20250124 13:16:47;10,9;-305;0,6842;0,9657;1,038;1,0366;0;-589;0,8263;0,9749;1,028;1,0498;0
20250124 10:26:54;20250124 13:26:54;10,8;-247;0,6852;1,0106;0,9671;0,9899;0;-517;0,8119;1,0018;0,9794;1,0208;0
20250124 10:36:54;20250124 13:36:54;10,7;-205;0,6296;0,9927;0,9938;1,0067;0;-648;0,8481;0,9651;1,0416;1,0582;0
20250124 10:46:57;20250124 13:46:57;10,5;-270;0,649;0,9664;1,032;1,0324;0;-606;0,8328;0,978;1,0159;1,0423;0
20250124 10:56:56;20250124 13:56:56;10,3;-301;0,6583;0,9605;1,0379;1,0365;0;-642;0,8361;0,9671;1,0308;1,0515;0
20250124 11:06:56;20250124 14:06:56;10,0;-262;0,6524;0,9936;0,9821;0,9992;0;-644;0,849;0,9809;1,0013;1,0335;0
20250124 11:16:49;20250124 14:16:49;9,7;-326;0,6408;0,9449;1,0529;1,0474;0;-712;0,8438;0,953;1,0443;1,06;0
20250124 11:26:53;20250124 14:26:53;9,3;-317;0,6714;0,9936;0,9705;0,992;0;-737;0,8581;0,9608;1,0233;1,0468;0
20250124 11:36:51;20250124 14:36:51;8,9;-318;0,6419;0,9827;0,981;0,9986;0;-779;0,8632;0,9564;1,0227;1,0465;0
20250124 11:46:58;20250124 14:46:58;8,4;-458;0,7011;0,9688;0,9951;1,0076;0;-801;0,8422;0,9459;1,0318;1,0521;0
20250124 11:56:52;20250124 14:56:52;7,9;-406;0,6231;0,9482;1,0193;1,0236;0;-890;0,8333;0,9185;1,0703;1,077;0
20250124 12:06:47;20250124 15:06:47;7,3;-401;0,6168;0,9728;0,9694;0,9913;0;-828;0,8324;0,9618;0,9813;1,0219;0
20250124 12:16:48;20250124 15:16:48;6,7;-486;0,6291;0,9682;0,9658;0,9891;0;-813;0,8111;0,9743;0,9457;1,0019;0
20250124 12:26:48;20250124 15:26:48;6,1;-529;0,6246;0,9762;0,9404;0,9739;0;-1044;0,835;0,9335;1,0105;1,039;0
20250124 12:36:54;20250124 15:36:54;5,4;-751;0,6718;0,9529;0,968;0,9905;0;-1003;0,8171;0,9675;0,9364;0,9968;0
