DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250122 09:59:35;20250122 12:59:35;10.4;-300;0;-619;0
20250122 10:02:10;20250122 13:02:10;10.4;-267;0;-637;0
20250122 10:04:26;20250122 13:04:26;10.4;-299;0;-723;0
20250122 10:14:26;20250122 13:14:26;10.4;-289;0;-684;0
20250122 10:24:26;20250122 13:24:26;10.3;-318;0;-498;0
20250122 10:34:27;20250122 13:34:27;10.2;-267;0;-707;0
20250122 10:44:29;20250122 13:44:29;10.1;-235;0;-569;0
20250122 10:54:34;20250122 13:54:34;9.9;-366;0;-697;0
20250122 11:04:29;20250122 14:04:29;9.6;-292;0;-583;0
20250122 11:14:29;20250122 14:14:29;9.3;-302;0;-521;0
20250122 13:16:30;20250122 16:16:30;1.8;-418216;0;-2806;0
