DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250124 07:36:53;20250124 10:36:53;5.1;-463;0;-1132;0
20250124 07:46:45;20250124 10:46:45;5.8;-637;0;-906;0
20250124 07:56:48;20250124 10:56:48;6.4;-477;0;-1118;0
20250124 08:06:48;20250124 11:06:48;7.1;-370;0;-945;0
20250124 08:16:48;20250124 11:16:48;7.7;-392;0;-777;0
20250124 08:26:48;20250124 11:26:48;8.2;-457;0;-775;0
20250124 08:36:47;20250124 11:36:47;8.7;-407;0;-782;0
20250124 08:46:51;20250124 11:46:51;9.1;-394;0;-685;0
20250124 08:56:44;20250124 11:56:44;9.5;-335;0;-645;0
20250124 09:06:45;20250124 12:06:45;9.9;-264;0;-581;0
20250124 09:16:50;20250124 12:16:50;10.2;-282;0;-692;0
20250124 09:26:47;20250124 12:26:47;10.4;-256;0;-684;0
20250124 09:36:47;20250124 12:36:47;10.6;-223;0;-580;0
20250124 09:46:46;20250124 12:46:46;10.8;-309;0;-626;0
20250124 09:56:45;20250124 12:56:45;10.8;-299;0;-609;0
20250124 10:06:47;20250124 13:06:47;10.9;-181;0;-585;0
20250124 10:16:47;20250124 13:16:47;10.9;-305;0;-589;0
20250124 10:26:54;20250124 13:26:54;10.8;-247;0;-517;0
20250124 10:36:54;20250124 13:36:54;10.7;-205;0;-648;0
20250124 10:46:57;20250124 13:46:57;10.5;-270;0;-606;0
20250124 10:56:56;20250124 13:56:56;10.3;-301;0;-642;0
20250124 11:06:56;20250124 14:06:56;10.0;-262;0;-644;0
20250124 11:16:49;20250124 14:16:49;9.7;-326;0;-712;0
20250124 11:26:53;20250124 14:26:53;9.3;-317;0;-737;0
20250124 11:36:51;20250124 14:36:51;8.9;-318;0;-779;0
20250124 11:46:58;20250124 14:46:58;8.4;-458;0;-801;0
20250124 11:56:52;20250124 14:56:52;7.9;-406;0;-890;0
20250124 12:06:47;20250124 15:06:47;7.3;-401;0;-828;0
20250124 12:16:48;20250124 15:16:48;6.7;-486;0;-813;0
20250124 12:26:48;20250124 15:26:48;6.1;-529;0;-1044;0
20250124 12:36:54;20250124 15:36:54;5.4;-751;0;-1003;0
