DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250126 07:31:03;20250126 10:31:03;5,1;-690;0,6852;0,9795;0,9173;0,9606;0;-979;0,8186;0,9902;0,8892;0,9721;0
20250126 07:40:51;20250126 10:40:51;5,8;-651;0,6309;0,9411;0,9943;1,007;0;-965;0,8095;0,9569;0,962;1,0109;0
20250126 07:50:44;20250126 10:50:44;6,5;-572;0,6612;0,9669;0,9633;0,9876;0;-875;0,8171;0,9649;0,9586;1,009;0
20250126 08:00:42;20250126 11:00:42;7,1;-423;0,6773;1,0224;0,8816;0,941;0;-851;0,8398;0,9646;0,9719;1,0165;0
20250126 08:10:44;20250126 11:10:44;7,8;-439;0,6676;0,9797;0,9655;0,989;0;-684;0,8185;0,9973;0,9238;0,9901;0
20250126 08:20:44;20250126 11:20:44;8,3;-462;0,696;0,9655;0,9989;1,01;0;-711;0,8373;0,983;0,9627;1,0113;0
20250126 08:30:46;20250126 11:30:46;8,9;-399;0,7024;0,9875;0,9725;0,9932;0;-621;0,8168;0,9952;0,9516;1,0051;0
20250126 08:40:46;20250126 11:40:46;9,3;-257;0,6698;1,0307;0,9099;0,9565;0;-537;0,8206;1,0246;0,9081;0,9818;0
20250126 08:50:47;20250126 11:50:47;9,8;-282;0,6375;0,9723;1,0117;1,0185;0;-541;0,8194;1,0138;0,937;0,9972;0
20250126 09:00:47;20250126 12:00:47;10,1;-282;0,6722;0,9936;0,9841;1,0005;0;-638;0,8723;0,996;0,9768;1,0193;0
20250126 09:10:48;20250126 12:10:48;10,5;-345;0,6957;0,9584;1,0437;1,0406;0;-596;0,8316;0,9826;1,0072;1,0371;0
20250126 09:20:49;20250126 12:20:49;10,8;-222;0,6381;0,9859;1,0055;1,0144;0;-552;0,8484;1,0095;0,9648;1,0125;0
20250126 09:30:44;20250126 12:30:44;11,0;-285;0,6826;0,9757;1,0244;1,0271;0;-651;0,8173;0,9336;1,0999;1,0974;0
20250126 09:40:45;20250126 12:40:45;11,2;-308;0,6999;0,9703;1,0351;1,0345;0;-569;0,83;0,9824;1,0202;1,0449;0
20250126 09:50:45;20250126 12:50:45;11,3;-290;0,6914;0,9721;1,034;1,0338;0;-649;0,8547;0,9576;1,0649;1,0733;0
20250126 10:00:46;20250126 13:00:46;11,4;-219;0,6879;1,0203;0,9599;0,9856;0;-488;0,8267;1,0171;0,9627;1,0113;0
20250126 10:10:53;20250126 13:10:53;11,4;-224;0,7067;1,0325;0,9407;0,9741;0;-671;0,9105;0,9839;1,0215;1,0457;0
20250126 10:20:47;20250126 13:20:47;11,3;-274;0,6753;0,9667;1,0428;1,04;0;-516;0,8259;1,0029;0,9877;1,0256;0
20250126 10:30:47;20250126 13:30:47;11,3;-225;0,6537;0,9857;1,0129;1,0193;0;-580;0,8481;0,9875;1,013;1,0406;0
20250126 10:40:54;20250126 13:40:54;11,1;-257;0,6688;0,9791;1,0211;1,0248;0;-529;0,8379;1,008;0,9744;1,0179;0
20250126 10:50:54;20250126 13:50:54;10,9;-127;0,6224;1,0402;0,9214;0,9629;0;-638;0,8587;0,9723;1,0337;1,0533;0
20250126 11:00:55;20250126 14:00:55;10,7;-185;0,6348;1,0128;0,9619;0,9867;0;-566;0,8305;0,9926;0,9936;1,029;0
20250126 11:10:55;20250126 14:10:55;10,4;-334;0,6885;0,9626;1,0362;1,0353;0;-689;0,8548;0,9558;1,0525;1,0653;0
20250126 11:20:56;20250126 14:20:56;10,0;-303;0,6917;0,9995;0,9733;0,9937;0;-638;0,864;0,9928;0,9809;1,0216;0
20250126 11:30:57;20250126 14:30:57;9,7;-318;0,6757;0,9865;0,9877;1,0028;0;-495;0,8035;1,0269;0,9108;0,9832;0
20250126 11:40:57;20250126 14:40:57;9,2;-349;0,675;0,9796;0,9914;1,0051;0;-717;0,8517;0,9674;1,0094;1,0384;0
20250126 11:50:59;20250126 14:50:59;8,7;-308;0,6722;1,0207;0,9154;0,9596;0;-779;0,8541;0,9548;1,0221;1,0461;0
20250126 12:00:59;20250126 15:00:59;8,2;-458;0,6962;0,9738;0,9831;0,9999;0;-825;0,8663;0,9586;1,0043;1,0353;0
20250126 12:11:01;20250126 15:11:01;7,6;-339;0,6234;1,004;0,9221;0,9634;0;-829;0,8562;0,9681;0,9749;1,0182;0
20250126 12:21:01;20250126 15:21:01;7,0;-604;0,7076;0,9659;0,974;0,9942;0;-809;0,8073;0,9653;0,9674;1,0139;0
20250126 12:31:02;20250126 15:31:02;6,3;-685;0,6532;0,9145;1,0458;1,0422;0;-1122;0,8638;0,9158;1,0462;1,0612;0
20250126 12:41:08;20250126 15:41:08;5,6;-667;0,6682;0,9759;0,932;0,9691;0;-963;0,8335;0,9808;0,9136;0,9847;0
