DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250129 07:22:19;20250129 10:22:19;5.1;-744;0;-1153;0
20250129 07:32:19;20250129 10:32:19;5.8;-696;0;-971;0
20250129 07:42:19;20250129 10:42:19;6.6;-573;0;-905;0
20250129 07:52:19;20250129 10:52:19;7.3;-534;0;-922;0
20250129 08:02:23;20250129 11:02:23;8.0;-409;0;-704;0
20250129 08:12:17;20250129 11:12:17;8.6;-447;0;-645;0
20250129 08:22:08;20250129 11:22:08;9.1;-367;0;-667;0
20250129 08:32:09;20250129 11:32:09;9.7;-289;0;-573;0
20250129 08:42:11;20250129 11:42:11;10.1;-341;0;-648;0
20250129 08:52:11;20250129 11:52:11;10.6;-380;0;-620;0
20250129 09:02:12;20250129 12:02:12;10.9;-252;0;-591;0
20250129 09:12:19;20250129 12:12:19;11.3;-177;0;-474;0
20250129 09:22:21;20250129 12:22:21;11.6;-188;0;-569;0
20250129 09:32:28;20250129 12:32:28;11.8;-252;0;-556;0
20250129 09:42:28;20250129 12:42:28;12.0;-295;0;-658;0
20250129 09:52:32;20250129 12:52:32;12.1;-285;0;-509;0
20250129 10:02:20;20250129 13:02:20;12.1;-253;0;-583;0
20250129 10:12:24;20250129 13:12:24;12.2;-234;0;-531;0
20250129 10:22:23;20250129 13:22:23;12.1;-198;0;-509;0
20250129 10:32:32;20250129 13:32:32;12.0;-278;0;-636;0
20250129 10:42:32;20250129 13:42:32;11.9;-298;0;-660;0
20250129 10:52:36;20250129 13:52:36;11.7;-296;0;-730;0
20250129 11:02:35;20250129 14:02:35;11.4;-322;0;-531;0
20250129 11:12:29;20250129 14:12:29;11.1;-292;0;-636;0
20250129 11:22:29;20250129 14:22:29;10.8;-290;0;-551;0
20250129 11:32:38;20250129 14:32:38;10.4;-284;0;-735;0
20250129 11:42:38;20250129 14:42:38;9.9;-249;0;-724;0
20250129 11:52:37;20250129 14:52:37;9.4;-304;0;-698;0
20250129 12:02:41;20250129 15:02:41;8.9;-356;0;-696;0
20250129 12:12:41;20250129 15:12:41;8.3;-416;0;-1006;0
20250129 12:22:40;20250129 15:22:40;7.7;-280;0;-821;0
20250129 12:32:40;20250129 15:32:40;7.0;-498;0;-661;0
20250129 12:42:44;20250129 15:42:44;6.3;-276;0;-948;0
20250129 12:52:44;20250129 15:52:44;5.5;-470;0;-1225;0
