DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250123 08:04:26;20250123 11:04:26;6.7;-595;0;-1037;0
20250123 08:08:15;20250123 11:08:15;6.9;-286;0;-875;0
20250123 08:15:15;20250123 11:15:15;7.4;-482;0;-855;0
20250123 08:25:14;20250123 11:25:14;7.9;-291;0;-914;0
20250123 08:35:14;20250123 11:35:14;8.4;-308;0;-722;0
20250123 08:45:14;20250123 11:45:14;8.8;-315;0;-780;0
20250123 08:55:17;20250123 11:55:17;9.2;-401;0;-591;0
20250123 09:05:17;20250123 12:05:17;9.6;-272;0;-627;0
20250123 09:15:16;20250123 12:15:16;9.9;-306;0;-600;0
20250123 09:25:16;20250123 12:25:16;10.2;-205;0;-582;0
20250123 09:35:19;20250123 12:35:19;10.4;-216;0;-687;0
20250123 09:45:19;20250123 12:45:19;10.5;-253;0;-698;0
20250123 09:55:19;20250123 12:55:19;10.6;-246;0;-608;0
20250123 10:05:18;20250123 13:05:18;10.6;-155;0;-509;0
20250123 10:15:22;20250123 13:15:22;10.6;-371;0;-693;0
20250123 10:25:15;20250123 13:25:15;10.6;-261;0;-537;0
20250123 10:35:09;20250123 13:35:09;10.5;-253;0;-616;0
20250123 10:45:06;20250123 13:45:06;10.3;-357;0;-605;0
20250123 10:55:03;20250123 13:55:03;10.1;-317;0;-530;0
20250123 11:05:08;20250123 14:05:08;9.8;-321;0;-693;0
20250123 11:15:10;20250123 14:15:10;9.5;-319;0;-605;0
20250123 11:25:09;20250123 14:25:09;9.1;-320;0;-619;0
20250123 11:35:10;20250123 14:35:10;8.7;-315;0;-650;0
20250123 11:45:18;20250123 14:45:18;8.3;-359;0;-709;0
20250123 11:55:14;20250123 14:55:14;7.7;-393;0;-691;0
20250123 12:05:14;20250123 15:05:14;7.2;-457;0;-766;0
20250123 12:15:18;20250123 15:15:18;6.6;-502;0;-839;0
20250123 12:25:26;20250123 15:25:26;5.9;-713;0;-970;0
20250123 12:35:30;20250123 15:35:30;5.2;-574;0;-969;0
