DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250123 08:04:26;20250123 11:04:26;6,7;-595;0,6563;0,9379;1,0151;1,0207;0;-1037;0,8714;0,9328;1,0224;1,0463;0
20250123 08:08:15;20250123 11:08:15;6,9;-286;0,5918;1,0351;0,8558;0,9274;0;-875;0,8486;0,9678;0,9621;1,011;0
20250123 08:15:15;20250123 11:15:15;7,4;-482;0,5989;0,9037;1,0789;1,0672;0;-855;0,7828;0,9161;1,0642;1,0729;0
20250123 08:25:14;20250123 11:25:14;7,9;-291;0,5879;0,9874;0,9554;0,9828;0;-914;0,8785;0,9406;1,0309;1,0515;0
20250123 08:35:14;20250123 11:35:14;8,4;-308;0,6303;0,9977;0,9476;0,9782;0;-722;0,9078;1,0177;0,9;0,9776;0
20250123 08:45:14;20250123 11:45:14;8,8;-315;0,5892;0,9313;1,0605;1,0531;0;-780;0,8822;0,9694;0,9984;1,0318;0
20250123 08:55:17;20250123 11:55:17;9,2;-401;0,6589;0,9258;1,0747;1,0639;0;-591;0,8257;1,0055;0,9412;0,9995;0
20250123 09:05:17;20250123 12:05:17;9,6;-272;0,6251;0,9712;1,011;1,018;0;-627;0,8149;0,9744;1,0046;1,0355;0
20250123 09:15:16;20250123 12:15:16;9,9;-306;0,6548;0,968;1,0207;1,0245;0;-600;0,8353;0,9943;0,9751;1,0183;0
20250123 09:25:16;20250123 12:25:16;10,2;-205;0,6125;0,9921;0,9867;1,0022;0;-582;0,8021;0,9751;1,0142;1,0413;0
20250123 09:35:19;20250123 12:35:19;10,4;-216;0,6234;0,9876;0,9969;1,0087;0;-687;0,832;0,941;1,077;1,0815;0
20250123 09:45:19;20250123 12:45:19;10,5;-253;0,6385;0,9688;1,0283;1,0298;0;-698;0,8862;0,971;1,0281;1,0498;0
20250123 09:55:19;20250123 12:55:19;10,6;-246;0,6516;0,9846;1,0053;1,0142;0;-608;0,8129;0,9607;1,0478;1,0622;0
20250123 10:05:18;20250123 13:05:18;10,6;-155;0,6209;1,0236;0,9439;0,9759;0;-509;0,7889;0,9928;0,9924;1,0283;0
20250123 10:15:22;20250123 13:15:22;10,6;-371;0,6935;0,9311;1,0859;1,0728;0;-693;0,8819;0,9678;1,0361;1,0548;0
20250123 10:25:15;20250123 13:25:15;10,6;-261;0,6584;0,9806;1,011;1,018;0;-537;0,7925;0,9825;1,0093;1,0383;0
20250123 10:35:09;20250123 13:35:09;10,5;-253;0,6544;0,9862;1,0008;1,0112;0;-616;0,828;0,9705;1,0283;1,0499;0
20250123 10:45:06;20250123 13:45:06;10,3;-357;0,6927;0,9536;1,0485;1,0442;0;-605;0,8381;0,9861;0,9977;1,0314;0
20250123 10:55:03;20250123 13:55:03;10,1;-317;0,6777;0,9757;1,0115;1,0183;0;-530;0,7988;0,9995;0,9695;1,0152;0
20250123 11:05:08;20250123 14:05:08;9,8;-321;0,6681;0,9724;1,0125;1,019;0;-693;0,8462;0,9605;1,0336;1,0532;0
20250123 11:15:10;20250123 14:15:10;9,5;-319;0,6701;0,9847;0,9881;1,003;0;-605;0,833;0,9984;0,9595;1,0095;0
20250123 11:25:09;20250123 14:25:09;9,1;-320;0,6705;0,9969;0,9623;0,987;0;-619;0,8151;0,9886;0,9697;1,0153;0
20250123 11:35:10;20250123 14:35:10;8,7;-315;0,631;0,9804;0,9817;0,999;0;-650;0,7943;0,9705;0,9938;1,0291;0
20250123 11:45:18;20250123 14:45:18;8,3;-359;0,6621;0,9992;0,9424;0,9751;0;-709;0,8101;0,9678;0,989;1,0263;0
20250123 11:55:14;20250123 14:55:14;7,7;-393;0,6265;0,969;0,9829;0,9997;0;-691;0,8329;1,0032;0,9126;0,9842;0
20250123 12:05:14;20250123 15:05:14;7,2;-457;0,6637;0,9913;0,9356;0,9711;0;-766;0,8288;0,9878;0,9296;0,9932;0
20250123 12:15:18;20250123 15:15:18;6,6;-502;0,6353;0,9748;0,952;0,9808;0;-839;0,8231;0,9778;0,9362;0,9967;0
20250123 12:25:26;20250123 15:25:26;5,9;-713;0,6732;0,9423;0,9947;1,0073;0;-970;0,8562;0,9773;0,9255;0,991;0
20250123 12:35:30;20250123 15:35:30;5,2;-574;0,6312;1,0007;0,8831;0,9418;0;-969;0,8269;0,9902;0,8911;0,973;0
