DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250122 09:59:35;20250122 12:59:35;10,4;-300;0,6739;0,9731;1,0201;1,0241;0;-619;0,8421;0,9806;1,0093;1,0383;0
20250122 10:02:10;20250122 13:02:10;10,4;-267;0,6592;0,9823;1,0059;1,0146;0;-637;0,8544;0,9801;1,0102;1,0389;0
20250122 10:04:26;20250122 13:04:26;10,4;-299;0,6653;0,9643;1,0338;1,0336;0;-723;0,8629;0,945;1,0711;1,0775;0
20250122 10:14:26;20250122 13:14:26;10,4;-289;0,6536;0,96;1,0403;1,0382;0;-684;0,8649;0,965;1,0368;1,0552;0
20250122 10:24:26;20250122 13:24:26;10,3;-318;0,6901;0,9767;1,0138;1,0199;0;-498;0,8232;1,0259;0,9272;0,9919;0
20250122 10:34:27;20250122 13:34:27;10,2;-267;0,6557;0,9856;0,9983;1,0096;0;-707;0,8536;0,9497;1,0601;1,0702;0
20250122 10:44:29;20250122 13:44:29;10,1;-235;0,6381;0,9977;0,9766;0,9958;0;-569;0,8268;0,9998;0,9689;1,0148;0
20250122 10:54:34;20250122 13:54:34;9,9;-366;0,6649;0,9356;1,069;1,0595;0;-697;0,8386;0,9525;1,0484;1,0626;0
20250122 11:04:29;20250122 14:04:29;9,6;-292;0,6604;0,9915;0,9789;0,9972;0;-583;0,8027;0,9863;0,9834;1,0231;0
20250122 11:14:29;20250122 14:14:29;9,3;-302;0,6691;1,0023;0,956;0,9832;0;-521;0,8129;1,0276;0,9015;0,9784;0
20250122 13:16:30;20250122 16:16:30;1,8;-418216;-1,0327;-0,7597;-14,4398;-1,23;0;-2806;-0,7598;0,3921;-1,3184;2,5014;0
