DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250125 07:33:47;20250125 10:33:47;5.0;-685;0;-985;0
20250125 07:44:37;20250125 10:44:37;5.8;-727;0;-1012;0
20250125 07:47:16;20250125 10:47:16;6.0;-557;0;-897;0
20250125 09:08:57;20250125 12:08:57;10.2;-301;0;-507;0
20250125 09:11:48;20250125 12:11:48;10.3;-370;0;-573;0
20250125 09:13:21;20250125 12:13:21;10.3;-210;0;-695;0
20250125 09:17:07;20250125 12:17:07;10.4;-344;0;-597;0
20250125 09:27:08;20250125 12:27:08;10.7;-239;0;-589;0
20250125 09:37:09;20250125 12:37:09;10.9;-267;0;-608;0
20250125 09:47:16;20250125 12:47:16;11.0;-203;0;-576;0
20250125 09:57:16;20250125 12:57:16;11.1;-302;0;-596;0
20250125 10:07:18;20250125 13:07:18;11.1;-251;0;-672;0
20250125 10:17:27;20250125 13:17:27;11.1;-160;0;-489;0
20250125 10:27:22;20250125 13:27:22;11.0;-208;0;-620;0
20250125 10:37:27;20250125 13:37:27;10.9;-223;0;-673;0
20250125 10:47:30;20250125 13:47:30;10.7;-258;0;-630;0
20250125 10:57:37;20250125 13:57:37;10.5;-299;0;-596;0
20250125 11:07:31;20250125 14:07:31;10.2;-244;0;-669;0
20250125 11:17:26;20250125 14:17:26;9.9;-315;0;-633;0
20250125 11:27:31;20250125 14:27:31;9.5;-361;0;-658;0
20250125 11:37:39;20250125 14:37:39;9.1;-350;0;-664;0
20250125 11:47:39;20250125 14:47:39;8.6;-319;0;-670;0
20250125 11:57:43;20250125 14:57:43;8.1;-333;0;-778;0
20250125 12:07:42;20250125 15:07:42;7.5;-298;0;-852;0
20250125 12:17:42;20250125 15:17:42;6.9;-384;0;-855;0
20250125 12:27:42;20250125 15:27:42;6.3;-485;0;-847;0
20250125 12:37:46;20250125 15:37:46;5.6;-692;0;-1090;0
