DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250128 07:25:11;20250128 10:25:11;5,1;-519;0,6171;0,9995;0,8824;0,9414;0;-1179;0,8741;0,9634;0,9405;0,9991;0
20250128 07:35:11;20250128 10:35:11;5,8;-598;0,6693;0,9956;0,9024;0,9523;0;-925;0,8097;0,9687;0,9403;0,999;0
20250128 07:45:10;20250128 10:45:10;6,6;-493;0,6742;1,0125;0,887;0,9439;0;-859;0,8387;0,981;0,9297;0,9933;0
20250128 07:55:04;20250128 10:55:04;7,2;-484;0,6672;0,9777;0,9592;0,9851;0;-758;0,8327;0,9918;0,9231;0,9897;0
20250128 08:05:11;20250128 11:05:11;7,9;-389;0,6782;1,0093;0,9187;0,9615;0;-725;0,8255;0,9814;0,9564;1,0078;0
20250128 08:15:11;20250128 11:15:11;8,5;-304;0,6325;0,9991;0,9471;0,9779;0;-770;0,8449;0,959;1,0097;1,0386;0
20250128 08:25:15;20250128 11:25:15;9,0;-360;0,6709;0,9748;0,9963;1,0083;0;-645;0,8412;0,9957;0,9548;1,0069;0
20250128 08:35:15;20250128 11:35:15;9,6;-359;0,6791;0,9646;1,0206;1,0245;0;-630;0,843;0,9924;0,9715;1,0163;0
20250128 08:45:15;20250128 11:45:15;10,0;-413;0,7043;0,9363;1,0702;1,0604;0;-730;0,8349;0,9297;1,0902;1,0906;0
20250128 08:55:14;20250128 11:55:14;10,4;-277;0,6783;0,9927;0,99;1,0043;0;-604;0,8473;0,9904;0,9925;1,0284;0
20250128 09:05:18;20250128 12:05:18;10,8;-315;0,6632;0,9377;1,0784;1,0668;0;-614;0,8567;0,9853;1,0084;1,0378;0
20250128 09:15:18;20250128 12:15:18;11,1;-350;0,7043;0,9444;1,0727;1,0624;0;-637;0,869;0,9769;1,0288;1,0502;0
20250128 09:25:12;20250128 12:25:12;11,4;-253;0,6538;0,9605;1,0524;1,047;0;-619;0,8291;0,952;1,0757;1,0806;0
20250128 09:35:19;20250128 12:35:19;11,6;-311;0,6866;0,9429;1,0805;1,0685;0;-500;0,8266;1,0079;0,9829;1,0228;0
20250128 09:45:19;20250128 12:45:19;11,7;-322;0,6929;0,935;1,0934;1,079;0;-671;0,8831;0,9591;1,0698;1,0766;0
20250128 09:55:19;20250128 12:55:19;11,8;-242;0,6547;0,9574;1,0628;1,0548;0;-610;0,8189;0,9396;1,1036;1,1;0
20250128 10:05:23;20250128 13:05:23;11,9;-215;0,6502;0,9739;1,0391;1,0373;0;-610;0,8453;0,9594;1,0717;1,0779;0
20250128 10:15:17;20250128 13:15:17;11,9;-203;0,6188;0,949;1,0755;1,0645;0;-588;0,8388;0,9662;1,0604;1,0704;0
20250128 10:25:18;20250128 13:25:18;11,8;-249;0,6551;0,9521;1,0703;1,0605;0;-579;0,8212;0,9587;1,072;1,0781;0
20250128 10:35:23;20250128 13:35:23;11,7;-244;0,6658;0,9706;1,0419;1,0394;0;-601;0,8564;0,9751;1,0425;1,0588;0
20250128 10:45:23;20250128 13:45:23;11,6;-232;0,6866;1,005;0,987;1,0024;0;-605;0,8499;0,971;1,0469;1,0616;0
20250128 10:55:27;20250128 13:55:27;11,4;-249;0,6581;0,969;1,0395;1,0376;0;-646;0,8536;0,9567;1,0675;1,0751;0
20250128 11:05:21;20250128 14:05:21;11,1;-234;0,6474;0,977;1,0239;1,0267;0;-655;0,8697;0,9689;1,0424;1,0587;0
20250128 11:15:22;20250128 14:15:22;10,8;-282;0,6483;0,9482;1,0629;1,0548;0;-520;0,8206;1,0065;0,9706;1,0158;0
20250128 11:25:28;20250128 14:25:28;10,4;-321;0,6838;0,9671;1,0294;1,0306;0;-650;0,8667;0,982;1,0069;1,0369;0
20250128 11:35:28;20250128 14:35:28;10,0;-299;0,6708;0,9856;0,9945;1,0071;0;-661;0,8415;0,9685;1,0229;1,0466;0
20250128 11:45:32;20250128 14:45:32;9,5;-389;0,6918;0,9569;1,032;1,0324;0;-672;0,8516;0,9803;0,9926;1,0284;0
20250128 11:55:31;20250128 14:55:31;9,0;-307;0,6423;0,9848;0,9796;0,9977;0;-579;0,8133;1,0076;0,9322;0,9946;0
20250128 12:05:31;20250128 15:05:31;8,5;-331;0,6464;0,9955;0,9524;0,981;0;-745;0,8333;0,9625;1,0029;1,0345;0
20250128 12:15:31;20250128 15:15:31;7,9;-416;0,6458;0,9676;0,9872;1,0025;0;-950;0,8821;0,93;1,0489;1,0629;0
20250128 12:25:35;20250128 15:25:35;7,2;-435;0,6468;0,988;0,9414;0,9745;0;-917;0,8488;0,9433;1,0123;1,0401;0
20250128 12:35:34;20250128 15:35:34;6,5;-329;0,5557;0,9968;0,9132;0,9583;0;-945;0,8409;0,9535;0,9805;1,0214;0
20250128 12:45:34;20250128 15:45:34;5,8;-402;0,608;1,0375;0,8283;0,9134;0;-1194;0,8755;0,9242;1,023;1,0466;0
20250128 12:55:34;20250128 15:55:34;5,0;-500;0,5827;0,9783;0,9187;0,9614;0;-1203;0,8435;0,9408;0,983;1,0229;0
