DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250129 07:22:19;20250129 10:22:19;5,1;-744;0,6567;0,9323;0,9979;1,0093;0;-1153;0,8413;0,9515;0,9634;1,0117;0
20250129 07:32:19;20250129 10:32:19;5,8;-696;0,6514;0,9353;1,0048;1,0139;0;-971;0,8365;0,969;0,9401;0,9988;0
20250129 07:42:19;20250129 10:42:19;6,6;-573;0,6624;0,9629;0,9719;0,9929;0;-905;0,8455;0,9675;0,9559;1,0075;0
20250129 07:52:19;20250129 10:52:19;7,3;-534;0,6603;0,9405;1,021;1,0247;0;-922;0,8543;0,9419;1,0167;1,0428;0
20250129 08:02:23;20250129 11:02:23;8,0;-409;0,6643;0,9832;0,9635;0,9877;0;-704;0,8315;0,9917;0,9387;0,9981;0
20250129 08:12:17;20250129 11:12:17;8,6;-447;0,6889;0,9575;1,0157;1,0211;0;-645;0,8294;0,9993;0,9379;0,9977;0
20250129 08:22:08;20250129 11:22:08;9,1;-367;0,6657;0,9621;1,0178;1,0226;0;-667;0,8188;0,9697;1,0037;1,035;0
20250129 08:32:09;20250129 11:32:09;9,7;-289;0,6645;0,9957;0,9728;0,9935;0;-573;0,8055;0,9922;0,974;1,0177;0
20250129 08:42:11;20250129 11:42:11;10,1;-341;0,6851;0,9646;1,0293;1,0305;0;-648;0,8123;0,9504;1,057;1,0682;0
20250129 08:52:11;20250129 11:52:11;10,6;-380;0,7163;0,9505;1,0567;1,0502;0;-620;0,8245;0,964;1,0413;1,0581;0
20250129 09:02:12;20250129 12:02:12;10,9;-252;0,6828;1,0014;0,9839;1,0004;0;-591;0,8011;0,9534;1,0663;1,0743;0
20250129 09:12:19;20250129 12:12:19;11,3;-177;0,6158;0,9856;1,0133;1,0195;0;-474;0,7917;1,0017;0,9885;1,026;0
20250129 09:22:21;20250129 12:22:21;11,6;-188;0,6274;0,9817;1,023;1,0261;0;-569;0,8473;0,9878;1,0177;1,0434;0
20250129 09:32:28;20250129 12:32:28;11,8;-252;0,6366;0,9285;1,1029;1,087;0;-556;0,8225;0,9728;1,0474;1,062;0
20250129 09:42:28;20250129 12:42:28;12,0;-295;0,6768;0,9325;1,0993;1,084;0;-658;0,8859;0,9636;1,0659;1,074;0
20250129 09:52:32;20250129 12:52:32;12,1;-285;0,7032;0,9661;1,0529;1,0473;0;-509;0,8347;1,0012;1,0035;1,0349;0
20250129 10:02:20;20250129 13:02:20;12,1;-253;0,6601;0,9445;1,0847;1,0719;0;-583;0,8402;0,9657;1,0652;1,0736;0
20250129 10:12:24;20250129 13:12:24;12,2;-234;0,6704;0,9727;1,0441;1,0409;0;-531;0,8416;0,9937;1,0179;1,0435;0
20250129 10:22:23;20250129 13:22:23;12,1;-198;0,6671;0,9991;1,0038;1,0132;0;-509;0,8275;0,9959;1,0135;1,0408;0
20250129 10:32:32;20250129 13:32:32;12,0;-278;0,6799;0,9486;1,0777;1,0663;0;-636;0,8423;0,9405;1,1052;1,1012;0
20250129 10:42:32;20250129 13:42:32;11,9;-298;0,675;0,9302;1,1018;1,0861;0;-660;0,855;0,9403;1,1033;1,0998;0
20250129 10:52:36;20250129 13:52:36;11,7;-296;0,6888;0,9541;1,0658;1,057;0;-730;0,8967;0,9399;1,1009;1,0981;0
20250129 11:02:35;20250129 14:02:35;11,4;-322;0,6952;0,9471;1,0729;1,0625;0;-531;0,8266;0,9944;1,0041;1,0352;0
20250129 11:12:29;20250129 14:12:29;11,1;-292;0,674;0,9568;1,055;1,0489;0;-636;0,8555;0,9672;1,0462;1,0612;0
20250129 11:22:29;20250129 14:22:29;10,8;-290;0,6698;0,9647;1,0385;1,0369;0;-551;0,8255;0,9944;0,9923;1,0283;0
20250129 11:32:38;20250129 14:32:38;10,4;-284;0,6687;0,9801;1,0091;1,0167;0;-735;0,8907;0,9596;1,0457;1,0608;0
20250129 11:42:38;20250129 14:42:38;9,9;-249;0,6391;0,9926;0,9824;0,9994;0;-724;0,8612;0,954;1,047;1,0617;0
20250129 11:52:37;20250129 14:52:37;9,4;-304;0,6369;0,9648;1,0184;1,023;0;-698;0,8477;0,9678;1,0132;1,0407;0
20250129 12:02:41;20250129 15:02:41;8,9;-356;0,6531;0,9682;1,0041;1,0134;0;-696;0,8508;0,9837;0,9733;1,0173;0
20250129 12:12:41;20250129 15:12:41;8,3;-416;0,6358;0,9366;1,0439;1,0408;0;-1006;0,8836;0,8927;1,1216;1,1132;0
20250129 12:22:40;20250129 15:22:40;7,7;-280;0,5897;1,0067;0,9187;0,9614;0;-821;0,8276;0,9511;1,0073;1,0372;0
20250129 12:32:40;20250129 15:32:40;7,0;-498;0,6355;0,9556;0,9913;1,0051;0;-661;0,8486;1,043;0,821;0,9385;0
20250129 12:42:44;20250129 15:42:44;6,3;-276;0,5658;1,0461;0,8226;0,9106;0;-948;0,8873;0,9888;0,9094;0,9825;0
20250129 12:52:44;20250129 15:52:44;5,5;-470;0,601;1,0107;0,8702;0,9349;0;-1225;0,8675;0,9236;1,0205;1,0451;0
