DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250125 07:33:47;20250125 10:33:47;5,0;-685;0,6376;0,9415;0,9821;0,9993;0;-985;0,8365;0,999;0,8721;0,9634;0
20250125 07:44:37;20250125 10:44:37;5,8;-727;0,656;0,9263;1,0193;1,0236;0;-1012;0,8353;0,9554;0,9656;1,0129;0
20250125 07:47:16;20250125 10:47:16;6,0;-557;0,6308;0,9716;0,947;0,9778;0;-897;0,8343;0,9851;0,9121;0,9839;0
20250125 09:08:57;20250125 12:08:57;10,2;-301;0,689;0,9948;0,9828;0,9997;0;-507;0,7959;1,0072;0,9575;1,0084;0
20250125 09:11:48;20250125 12:11:48;10,3;-370;0,6939;0,9471;1,0577;1,0509;0;-573;0,8288;0,9955;0,9802;1,0212;0
20250125 09:13:21;20250125 12:13:21;10,3;-210;0,6429;1,0127;0,9561;0,9832;0;-695;0,8821;0,9735;1,0201;1,0449;0
20250125 09:17:07;20250125 12:17:07;10,4;-344;0,6917;0,9572;1,0446;1,0413;0;-597;0,8294;0,9816;1,0078;1,0374;0
20250125 09:27:08;20250125 12:27:08;10,7;-239;0,683;1,0178;0,9535;0,9817;0;-589;0,858;1,0;0,9799;1,0211;0
20250125 09:37:09;20250125 12:37:09;10,9;-267;0,6573;0,9679;1,0346;1,0341;0;-608;0,8286;0,967;1,0414;1,0581;0
20250125 09:47:16;20250125 12:47:16;11,0;-203;0,6521;1,0083;0,9739;0,9941;0;-576;0,8306;0,9822;1,0177;1,0434;0
20250125 09:57:16;20250125 12:57:16;11,1;-302;0,6804;0,9569;1,0542;1,0483;0;-596;0,8256;0,9667;1,0461;1,0611;0
20250125 10:07:18;20250125 13:07:18;11,1;-251;0,6424;0,9565;1,0553;1,0491;0;-672;0,8466;0,9428;1,0872;1,0885;0
20250125 10:17:27;20250125 13:17:27;11,1;-160;0,6226;1,0103;0,9723;0,9931;0;-489;0,8004;1,0029;0,9833;1,023;0
20250125 10:27:22;20250125 13:27:22;11,0;-208;0,6256;0,9764;1,0243;1,027;0;-620;0,8464;0,9706;1,0385;1,0563;0
20250125 10:37:27;20250125 13:37:27;10,9;-223;0,6486;0,9914;0,9993;1,0103;0;-673;0,8556;0,9531;1,0665;1,0744;0
20250125 10:47:30;20250125 13:47:30;10,7;-258;0,6569;0,9774;1,0185;1,0231;0;-630;0,8276;0,9576;1,0556;1,0672;0
20250125 10:57:37;20250125 13:57:37;10,5;-299;0,6777;0,9736;1,0211;1,0248;0;-596;0,8354;0,9841;1,0053;1,0359;0
20250125 11:07:31;20250125 14:07:31;10,2;-244;0,6634;1,0085;0,9619;0,9868;0;-669;0,8511;0,9659;1,0321;1,0523;0
20250125 11:17:26;20250125 14:17:26;9,9;-315;0,6698;0,9756;1,0092;1,0168;0;-633;0,8247;0,9716;1,016;1,0423;0
20250125 11:27:31;20250125 14:27:31;9,5;-361;0,684;0,9683;1,0147;1,0204;0;-658;0,8459;0,9823;0,9895;1,0266;0
20250125 11:37:39;20250125 14:37:39;9,1;-350;0,6252;0,9321;1,0634;1,0552;0;-664;0,8173;0,9706;1,0016;1,0338;0
20250125 11:47:39;20250125 14:47:39;8,6;-319;0,6397;0,9885;0,967;0,9899;0;-670;0,8397;0,9938;0,9494;1,0039;0
20250125 11:57:43;20250125 14:57:43;8,1;-333;0,5875;0,9502;1,0196;1,0238;0;-778;0,88;0,9876;0,9496;1,004;0
20250125 12:07:42;20250125 15:07:42;7,5;-298;0,5886;0,9997;0,9282;0,9668;0;-852;0,823;0,9393;1,0263;1,0487;0
20250125 12:17:42;20250125 15:17:42;6,9;-384;0,5841;0,973;0,9614;0,9864;0;-855;0,859;0,9816;0,936;0,9966;0
20250125 12:27:42;20250125 15:27:42;6,3;-485;0,6095;0,9755;0,945;0,9766;0;-847;0,7662;0,95;0,9829;1,0228;0
20250125 12:37:46;20250125 15:37:46;5,6;-692;0,6413;0,942;0,9893;1,0038;0;-1090;0,8746;0,9656;0,9425;1,0002;0
