DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250130 09:47:36;20250130 12:47:36;12,3;-4574244;-3,3838;0,044;-1124,955;23,0301;0;-22945;-0,6365;0,206;-27,9494;5,039;0
20250130 09:51:32;20250130 12:51:32;12,3;-5487369;-3,716;0,0422;-1230,5873;24,025;0;-29035;-0,6947;0,1961;-32,2759;5,2978;0
20250130 09:53:57;20250130 12:53:57;12,4;-5453069;-3,6078;0,0417;-1260,4525;24,2984;0;-26620;-0,6806;0,2005;-30,2821;5,1807;0
20250130 09:55:09;20250130 12:55:09;12,4;-9095597;-4,4607;0,0362;-1700,8384;28,0073;0;-30826;-0,7272;0,1952;-32,7275;5,3238;0
20250130 09:57:44;20250130 12:57:44;12,4;-6497266;-3,8371;0,0396;-1413,2998;25,6499;0;-26583;-0,6654;0,199;-30,9613;5,221;0
20250130 09:59:45;20250130 12:59:45;12,4;-5901294;-3,7504;0,0409;-1313,8944;24,7798;0;-27836;-0,6796;0,1974;-31,7231;5,2657;0
20250130 10:08:13;20250130 13:08:13;12,4;-4375531;-3,4352;0,0452;-1064,5539;22,4402;0;-26098;-0,6591;0,1996;-30,7424;5,208;0
20250130 10:18:12;20250130 13:18:12;12,4;-6137541;-3,8163;0,0405;-1343,4292;25,0416;0;-28431;-0,6918;0,1972;-31,8291;5,2718;0
20250130 10:28:14;20250130 13:28:14;12,3;-6029992;-3,7538;0,0406;-1339,0453;25,003;0;-29332;-0,7003;0,1959;-32,3494;5,302;0
20250130 10:29:08;20250130 13:29:08;12,3;-8121931;-4,1552;0,037;-1628,9847;27,4381;0;-29224;-0,702;0,1964;-32,1438;5,2901;0
20250130 10:34:16;20250130 13:34:16;12,3;142311;1,4074;-0,4025;-34,1918;-2,5183;0;1406696;3,5821;-0,1369;-178,8782;-7,5857;0
20250130 10:36:19;20250130 13:36:19;12,3;-3669;-0,0851;0,1818;-41,8314;5,5747;0;967;0,0165;0,3153;-6,5413;3,292;0
20250130 10:37:46;20250130 13:37:46;12,2;2702;0,867;2,3566;-0,6962;0,4299;0;3665;1,0689;3,0666;-1,2467;0,3384;0
20250130 10:39:48;20250130 13:39:48;12,2;2652;0,8753;2,3219;-0,669;0,4363;0;3684;1,0703;3,0705;-1,2493;0,3378;0
20250130 10:42:00;20250130 13:42:00;12,2;-7172;-0,1182;0,1643;-54,5732;6,1617;0;639;-0,0048;0,2961;-8,4014;3,5025;0
20250130 10:43:28;20250130 13:43:28;12,1;-57;0,9148;1,2445;0,605;0,8135;0;-27;1,0144;1,3053;0,4704;0,7943;0
20250130 10:50:36;20250130 13:50:36;12,0;-146;0,9376;1,2064;0,6648;0,8383;0;-70;1,0259;1,2897;0,4936;0,8028;0
20250130 11:01:57;20250130 14:01:57;11,7;539110;2,1628;0,1396;-81,8922;7,2265;0;-229644149;-51,4;-0,0278;-3312,1354;-37,1724;0
20250130 11:04:00;20250130 14:04:00;11,7;-351;0,9197;1,093;0,8464;0,9225;0;-309;0,9819;1,1739;0,6876;0,879;0
20250130 11:04:55;20250130 14:04:55;11,6;-308;0,9347;1,1243;0,7943;0,8967;0;-319;1,0114;1,1813;0,674;0,8734;0
20250130 11:06:17;20250130 14:06:17;11,6;4821;0,3063;-5,8421;-4,1605;-0,1725;0;8117;0,9956;-114,0;-3,1764;-0,009;0
20250130 11:07:35;20250130 14:07:35;11,6;-162299;-0,7556;0,1018;-174,2566;9,8968;0;-4689;-0,2417;0,2447;-16,1352;4,213;0
20250130 11:08:49;20250130 14:08:49;11,5;-109213;-0,6214;0,1109;-142,5794;9,0853;0;-3626;-0,2132;0,2522;-14,5961;4,0867;0
20250130 11:09:20;20250130 14:09:20;11,5;-188182;-0,7852;0,0972;-193,841;10,3621;0;-4941;-0,2579;0,2461;-15,8106;4,1869;0
20250130 11:42:29;20250130 14:42:29;10,2;12517177;4,4907;-0,0564;-859,3846;-17,6382;0;-254809;-1,7859;0,1246;-99,8936;8,1561;0
20250130 11:42:56;20250130 14:42:56;10,2;12662083;4,4281;-0,0557;-880,6018;-17,8706;0;-227464;-1,7249;0,1286;-92,2661;7,8971;0
20250130 10:40:25;20250130 13:40:25;12,2;-67397851;-38,6852;-0,0435;-1445,1769;-23,2607;0;305285;0,3992;-0,0938;-344,9737;-11,0614;0
20250130 10:40:59;20250130 13:40:59;12,2;-2524300452;-123,8556;-0,0122;-16900,9427;-82,733;0;-41477595;-4,3137;-0,0186;-7236,7942;-55,6157;0
20250130 10:41:27;20250130 13:41:27;12,2;-1030337;-8,0478;-0,1885;-106,2079;-5,3718;0;-1653798;-2,4544;-0,0757;-507,2029;-13,7034;0
20250130 10:42:29;20250130 13:42:29;12,2;24192423;1,8565;-0,0243;-4404,401;-41,5874;0;12240;1,6067;0,3648;-3,2293;2,8423;0
