DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20231124 07:01:55;20231124 10:01:55;3,1;708;0,1161;0,4731;0,2731;1,9683;0;149;0,18;0,9246;1,0177;1,0434;1
20231124 07:11:55;20231124 10:11:55;3,8;602;0,1946;0,4712;0,2369;1,9801;0;388;0,0885;0,9375;0,9864;1,0248;1
20231124 07:21:56;20231124 10:21:56;4,5;423;0,0714;0,6273;1,1817;1,4937;1;314;0,1119;0,9161;1,0262;1,0486;1
20231124 07:31:57;20231124 10:31:57;5,2;441;0,0724;0,6691;1,2307;1,4083;1;308;0,1313;0,979;0,9123;0,984;1
20231124 07:41:57;20231124 10:41:57;5,8;657;0,032;0,7235;1,2441;1,3104;0;375;0,0931;0,9612;0,9544;1,0067;1
20231124 07:51:57;20231124 10:51:57;6,4;682;0,0288;0,6883;1,2378;1,3861;0;464;0,0692;0,9707;0,9463;1,0022;1
20231124 08:01:57;20231124 11:01:57;6,9;642;0,0398;0,7063;1,2432;1,359;0;347;0,1195;0,9592;0,9779;1,0199;1
20231124 08:11:57;20231124 11:11:57;7,4;670;0,0362;0,7011;1,2401;1,3767;0;321;0,1344;0,9333;1,0347;1,0539;1
20231124 08:21:58;20231124 11:21:58;7,9;657;0,0415;0,7223;1,2447;1,343;0;323;0,1405;0,9406;1,0303;1,0511;1
20231124 08:31:58;20231124 11:31:58;8,2;724;0,0286;0,7161;1,243;1,3606;0;352;0,1332;0,9625;0,9986;1,032;1
20231124 08:41:58;20231124 11:41:58;8,6;829;0,0062;0,6911;1,2281;1,4152;0;354;0,128;0,9284;1,066;1,0741;1
20231124 08:51:59;20231124 11:51:59;8,9;674;0,0446;0,7009;1,2337;1,3999;0;337;0,142;0,9273;1,0735;1,0791;1
20231124 09:01:59;20231124 12:01:59;9,1;586;0,0668;0,7294;1,2443;1,3486;1;291;0,1698;0,9154;1,0983;1,0963;1
20231124 09:11:59;20231124 12:11:59;9,3;657;0,0514;0,7069;1,2354;1,3944;0;312;0,1723;0,9626;1,02;1,0448;1
20231124 09:21:59;20231124 12:21:59;9,4;610;0,0635;0,7274;1,2434;1,3571;0;295;0,175;0,9266;1,0853;1,0872;1
20231124 09:31:59;20231124 12:31:59;9,5;663;0,0514;0,7202;1,241;1,372;0;293;0,1821;0,9435;1,0578;1,0687;1
20231124 09:42:00;20231124 12:42:00;9,6;801;0,0185;0,7069;1,2343;1,3982;0;359;0,1435;0,9557;1,0373;1,0555;1
20231124 09:52:00;20231124 12:52:00;9,6;768;0,0263;0,7129;1,2377;1,3863;0;404;0,1152;0,9878;0,9799;1,0211;1
20231124 10:02:00;20231124 13:02:00;9,5;738;0,0332;0,7094;1,2361;1,3921;0;334;0,1566;0,9479;1,0492;1,0631;1
20231124 10:12:00;20231124 13:12:00;9,4;757;0,0278;0,716;1,2399;1,3775;0;384;0,1284;0,997;0,9593;1,0094;1
20231124 10:22:00;20231124 13:22:00;9,2;689;0,0431;0,7071;1,236;1,3924;0;353;0,148;0,9777;0,9907;1,0273;1
20231124 10:32:01;20231124 13:32:01;9,0;694;0,0402;0,7115;1,2392;1,3804;0;282;0,1796;0,9367;1,059;1,0695;1
20231124 10:42:01;20231124 13:42:01;8,7;664;0,0458;0,6941;1,2298;1,4109;0;356;0,1322;0,9458;1,0376;1,0557;1
20231124 10:46:24;20231124 13:46:24;8,6;747;0,0254;0,7013;1,2355;1,3942;0;323;0,1516;0,9473;1,0324;1,0525;1
20231124 10:56:24;20231124 13:56:24;8,2;932;-0,0194;0,7196;1,2439;1,3535;0;414;0,0917;0,9559;1,01;1,0387;1
20231124 11:06:24;20231124 14:06:24;7,8;715;0,0284;0,6907;1,2323;1,404;0;350;0,1341;0,9836;0,9511;1,0049;1
20231124 11:16:24;20231124 14:16:24;7,4;649;0,0412;0,6816;1,2279;1,4156;0;317;0,1322;0,9156;1,0658;1,074;1
20231124 11:26:25;20231124 14:26:25;6,9;677;0,0326;0,6646;1,2147;1,4435;0;367;0,0997;0,9219;1,0456;1,0608;1
20231124 11:36:25;20231124 14:36:25;6,4;694;0,0263;0,6868;1,2371;1,3885;0;344;0,1054;0,9093;1,059;1,0695;1
20231124 11:46:25;20231124 14:46:25;5,8;645;0,0351;0,6679;1,2265;1,419;0;353;0,1051;0,9554;0,9648;1,0125;1
20231124 11:55:23;20231124 14:55:23;5,2;583;0,0455;0,6677;1,2296;1,4114;1;300;0,1261;0,9431;0,9808;1,0216;1
20231124 12:05:23;20231124 15:05:23;4,6;608;0,0387;0,6657;1,231;1,4077;0;292;0,1255;0,9346;0,9918;1,028;1
20231124 12:15:23;20231124 15:15:23;3,9;633;0,0337;0,6623;1,2305;1,4089;0;309;0,1198;0,9317;0,9972;1,0311;1
20231124 12:25:23;20231124 15:25:23;3,1;484;0,0465;0,6395;1,2075;1,4561;1;327;0,1186;0,927;1,0128;1,0405;1
