DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20231122 06:56:18;20231122 09:56:18;3.1;613;0;296;1
20231122 06:58:58;20231122 09:58:58;3.3;403;1;290;1
20231122 07:01:53;20231122 10:01:53;3.5;533;1;301;1
20231122 07:11:53;20231122 10:11:53;4.3;490;1;261;1
20231122 07:21:53;20231122 10:21:53;5.0;469;1;257;1
20231122 07:31:54;20231122 10:31:54;5.6;489;1;265;1
20231122 07:41:54;20231122 10:41:54;6.3;458;1;259;1
20231122 07:51:54;20231122 10:51:54;6.8;458;1;259;1
20231122 08:01:54;20231122 11:01:54;7.4;462;1;279;1
20231122 08:11:54;20231122 11:11:54;7.9;445;1;281;1
20231122 08:21:55;20231122 11:21:55;8.3;499;1;280;1
20231122 08:31:55;20231122 11:31:55;8.7;470;1;288;1
20231122 08:41:55;20231122 11:41:55;9.0;474;1;286;1
20231122 08:51:56;20231122 11:51:56;9.3;499;1;297;1
20231122 09:01:56;20231122 12:01:56;9.5;480;1;298;1
20231122 09:11:57;20231122 12:11:57;9.7;499;1;297;1
20231122 09:19:54;20231122 12:19:54;9.8;496;1;303;1
20231122 09:29:59;20231122 12:29:59;9.9;477;1;293;1
20231122 09:32:18;20231122 12:32:18;10.0;494;1;296;1
20231122 09:42:18;20231122 12:42:18;10.0;485;1;291;1
20231122 09:52:19;20231122 12:52:19;10.0;483;1;292;1
20231122 10:02:19;20231122 13:02:19;9.9;503;1;291;1
20231122 10:12:19;20231122 13:12:19;9.8;513;1;291;1
20231122 10:22:20;20231122 13:22:20;9.6;481;1;285;1
20231122 10:32:20;20231122 13:32:20;9.4;478;1;285;1
20231122 10:42:20;20231122 13:42:20;9.1;466;1;282;1
20231122 10:52:20;20231122 13:52:20;8.8;450;1;275;1
20231122 11:02:21;20231122 14:02:21;8.4;462;1;271;1
20231122 11:12:21;20231122 14:12:21;8.0;500;1;269;1
20231122 11:22:21;20231122 14:22:21;7.5;462;1;271;1
20231122 11:32:21;20231122 14:32:21;7.0;469;1;255;1
20231122 11:42:21;20231122 14:42:21;6.4;477;1;263;1
20231122 11:52:22;20231122 14:52:22;5.8;457;1;241;1
20231122 12:02:23;20231122 15:02:23;5.1;380;1;231;1
20231122 12:12:23;20231122 15:12:23;4.4;411;1;233;1
20231122 12:22:24;20231122 15:22:24;3.7;483;1;290;1
20231122 12:32:24;20231122 15:32:24;2.9;484;1;275;1
