DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20231123 06:59:09;20231123 09:59:09;3.1;752;0;325;1
20231123 07:09:09;20231123 10:09:09;3.9;603;0;288;1
20231123 07:19:10;20231123 10:19:10;4.6;573;1;259;1
20231123 07:29:10;20231123 10:29:10;5.2;534;1;252;1
20231123 07:39:10;20231123 10:39:10;5.9;497;1;234;1
20231123 07:49:10;20231123 10:49:10;6.5;607;0;256;1
20231123 07:59:11;20231123 10:59:11;7.0;522;1;273;1
20231123 08:09:11;20231123 11:09:11;7.5;537;1;279;1
20231123 08:19:11;20231123 11:19:11;8.0;547;1;280;1
20231123 08:29:11;20231123 11:29:11;8.4;575;1;297;1
20231123 08:39:12;20231123 11:39:12;8.7;561;1;288;1
20231123 08:49:12;20231123 11:49:12;9.0;573;1;305;1
20231123 08:59:12;20231123 11:59:12;9.3;551;1;311;1
20231123 09:09:12;20231123 12:09:12;9.5;546;1;311;1
20231123 09:19:13;20231123 12:19:13;9.6;582;1;307;1
20231123 09:29:13;20231123 12:29:13;9.7;560;1;298;1
20231123 09:39:13;20231123 12:39:13;9.8;551;1;287;1
20231123 09:49:13;20231123 12:49:13;9.8;545;1;296;1
20231123 09:59:13;20231123 12:59:13;9.7;581;1;306;1
20231123 10:09:13;20231123 13:09:13;9.6;577;1;312;1
20231123 10:19:14;20231123 13:19:14;9.4;566;1;306;1
20231123 10:29:14;20231123 13:29:14;9.2;551;1;310;1
20231123 10:39:14;20231123 13:39:14;9.0;543;1;295;1
20231123 10:49:14;20231123 13:49:14;8.7;536;1;295;1
20231123 10:59:15;20231123 13:59:15;8.3;548;1;284;1
20231123 11:09:15;20231123 14:09:15;7.9;553;1;291;1
20231123 11:19:15;20231123 14:19:15;7.4;645;0;271;1
20231123 11:29:15;20231123 14:29:15;6.9;602;0;249;1
20231123 11:39:15;20231123 14:39:15;6.4;569;1;256;1
20231123 11:49:16;20231123 14:49:16;5.8;590;1;265;1
20231123 11:59:16;20231123 14:59:16;5.2;582;1;247;1
20231123 12:09:16;20231123 15:09:16;4.5;549;1;263;1
20231123 12:19:16;20231123 15:19:16;3.8;653;0;332;1
20231123 12:29:16;20231123 15:29:16;3.0;634;0;358;1
